"id","churn"
2,1.0
3,0.8014705882352942
4,0.9090909090909091
5,0.6993464052287581
6,1.0
7,0.8444444444444444
8,0.6928104575163399
9,0.8571428571428572
10,1.0
11,0.9044117647058824
12,1.0
13,1.0
14,1.0
15,1.0
16,0.9487179487179487
17,1.0
18,1.0
19,0.989010989010989
20,1.0
21,1.0
22,1.0
23,1.0
24,0.9523809523809523
25,0.4871794871794872
26,1.0
27,1.0
28,0.9926470588235294
29,0.6797385620915033
30,0.9934640522875817
31,0.5
32,0.9
33,0.4575163398692811
34,1.0
35,0.9818181818181818
36,0.9934640522875817
37,0.7426470588235294
38,1.0
39,0.875
40,0.5588235294117647
41,1.0
42,1.0
43,0.8104575163398693
44,0.989010989010989
45,1.0
46,0.8235294117647058
47,0.43137254901960786
48,0.3856209150326797
49,1.0
50,1.0
51,0.8076923076923077
52,0.8476190476190476
53,0.5606060606060606
54,1.0
55,1.0
56,0.9120879120879121
57,1.0
58,1.0
59,1.0
60,0.9934640522875817
61,1.0
62,0.8496732026143791
63,0.6111111111111112
64,0.43790849673202614
65,0.8
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
73,0.9926470588235294
74,1.0
75,1.0
76,1.0
77,1.0
78,0.8333333333333334
79,1.0
80,1.0
81,0.8104575163398693
82,0.675
83,0.858974358974359
84,1.0
85,1.0
86,1.0
87,0.9010989010989011
88,0.934640522875817
89,0.4558823529411765
90,1.0
91,1.0
92,0.9916666666666667
93,1.0
94,1.0
95,0.12418300653594772
96,0.17647058823529416
97,0.7333333333333334
98,0.9904761904761905
99,0.7583333333333333
100,0.7857142857142857
101,1.0
102,0.8366013071895425
103,0.8758169934640523
104,1.0
105,1.0
106,0.7472527472527473
107,1.0
108,1.0
109,0.9934640522875817
110,1.0
111,0.38235294117647056
112,0.9934640522875817
113,0.9
114,0.8476190476190476
115,1.0
116,1.0
117,0.8545454545454545
118,0.989010989010989
119,1.0
120,0.8823529411764706
121,1.0
122,1.0
123,1.0
124,0.8181818181818181
125,0.6263736263736264
126,0.9642857142857143
127,1.0
128,0.9477124183006536
129,1.0
130,0.7124183006535948
131,1.0
132,0.7777777777777778
133,0.8562091503267975
134,0.9047619047619048
135,1.0
136,0.9722222222222222
137,1.0
138,1.0
139,1.0
140,0.9904761904761905
141,0.6764705882352942
