"id","churn"
2,1.0
3,0.7460440985732815
4,0.991695163654128
5,0.9751813902388782
6,1.0
7,0.9354207436399218
8,0.9254068405673261
9,0.4999084416773485
10,1.0
11,0.968734264133669
12,1.0
13,1.0
14,1.0
15,1.0
16,0.9987789987789988
17,1.0
18,1.0
19,0.9998779147845196
20,1.0
21,1.0
22,1.0
23,1.0
24,0.9841269841269842
25,0.12210012210012211
26,1.0
27,1.0
28,0.9999847409781033
29,0.8697576122864707
30,0.9999923705472606
31,0.5714285714285714
32,0.9333333333333333
33,0.883109154580342
34,1.0
35,0.9990224828934506
36,0.9999923705472606
37,0.745464255741207
38,1.0
39,0.937422751201648
40,0.8949416342412452
41,1.0
42,1.0
43,0.7460689244760473
44,0.9998779147845196
45,1.0
46,0.9936369878690776
47,0.27667447413996993
48,0.4073212228486851
49,1.0
50,1.0
51,0.9870573870573871
52,0.7498016236342551
53,0.6946751343429409
54,1.0
55,1.0
56,0.9920644609937737
57,1.0
58,1.0
59,1.0
60,0.9999923705472606
61,1.0
62,0.9974746511432735
63,0.6196078431372549
64,0.2994865378306414
65,0.9032258064516129
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
73,0.9999847409781033
74,1.0
75,1.0
76,1.0
77,1.0
78,0.8571428571428572
79,1.0
80,1.0
81,0.9985427745267832
82,0.8388317514572589
83,0.8747252747252747
84,1.0
85,1.0
86,1.0
87,0.9974362104749115
88,0.9980392306459858
89,0.4425116350041962
90,1.0
91,1.0
92,0.999969481490524
93,1.0
94,1.0
95,0.005859419703824642
96,0.12603855925414476
97,0.904109589041096
98,0.9999389611182323
99,0.9860530411694692
100,0.8661417322834646
101,1.0
102,0.9335856139039147
103,0.8749608990547109
104,1.0
105,1.0
106,0.9569039189354169
107,1.0
108,1.0
109,0.9999923705472606
110,1.0
111,0.19293507286182954
112,0.9999923705472606
113,0.9333333333333333
114,0.9677104315448941
115,1.0
116,1.0
117,0.9364613880742914
118,0.9998779147845196
119,1.0
120,0.9921035164147676
121,1.0
122,1.0
123,1.0
124,0.9853372434017595
125,0.4627029666707362
126,0.9921259842519685
127,1.0
128,0.9995040855719419
129,1.0
130,0.8702306383563108
131,1.0
132,0.7478847342280138
133,0.9958877249734877
134,0.9843130073857047
135,1.0
136,0.996078431372549
137,1.0
138,1.0
139,1.0
140,0.9999389611182323
141,0.71625848783093
142,0.843732356755932
143,1.0
144,1.0
145,0.6505176583683652
146,1.0
147,0.9872359255670591
148,0.9022133042396869
149,1.0
150,1.0
151,1.0
152,0.9824141114357867
153,1.0
154,0.8700482207165965
155,1.0
156,1.0
157,0.9999923705472606
158,1.0
159,1.0
160,1.0
161,0.3974181931930023
162,1.0
163,1.0
164,0.4917945235788237
165,0.4
166,0.6456692913385826
167,0.9861905851834898
168,1.0
169,1.0
170,0.9841269841269842
171,1.0
172,1.0
173,0.8571428571428572
174,1.0
175,1.0
176,1.0
177,0.6875052452487583
178,1.0
179,0.9670178758077683
180,0.9995114802149487
181,1.0
182,0.7409579667644184
183,1.0
184,0.6666666666666667
185,0.6874747274378008
186,0.9990224828934506
187,0.9999923705472606
188,1.0
189,1.0
190,1.0
191,1.0
192,0.9991302357518883
193,1.0
194,1.0
195,0.9784735812133072
196,1.0
197,0.9999237048905165
198,1.0
199,1.0
200,1.0
201,0.8573870052186652
202,1.0
203,0.9997177102486439
204,1.0
205,0.992111085679408
206,1.0
207,0.996078431372549
208,0.967741935483871
209,0.9999771116417819
210,0.9333333333333333
211,1.0
212,1.0
213,1.0
214,0.9979552598651081
215,1.0
216,1.0
217,0.4724409448818898
218,0.9999923705472606
219,0.9999389611182323
220,1.0
221,1.0
222,0.9980392306459858
223,1.0
224,1.0
225,0.9994735677609845
226,0.7184655644650609
227,0.9994354161898222
228,0.9756238984977608
229,0.4367366878358574
230,0.9998779147845196
231,1.0
232,1.0
233,1.0
234,0.9999923705472606
235,1.0
236,1.0
237,1.0
238,0.9995956390048142
239,1.0
240,0.9999847409781033
241,0.6874198864676799
242,1.0
243,1.0
244,0.041199044792517014
245,0.4745860990310521
246,0.39503780393832355
247,0.7419337610913169
248,1.0
249,0.9999923705472606
250,0.9992673992673993
251,1.0
252,0.4
253,1.0
254,1.0
255,1.0
256,0.9999542229343099
257,0.8727984344422701
258,1.0
259,1.0
260,1.0
261,1.0
262,1.0
263,1.0
264,1.0
265,0.9999923705472606
266,1.0
267,1.0
268,0.9999847409781033
269,0.9999923705472606
270,1.0
271,1.0
272,0.9999542229343099
273,0.9999847409781033
274,1.0
275,1.0
276,0.49963369963369964
277,0.9333333333333333
278,1.0
279,0.9995114802149487
280,0.9999618527363032
281,1.0
282,1.0
283,1.0
284,1.0
285,1.0
286,1.0
287,1.0
288,0.9999389611182323
289,0.9999923705472606
290,1.0
291,1.0
292,0.9840068367720669
293,0.9333333333333333
294,0.996078431372549
295,0.9362637362637363
296,1.0
297,1.0
298,1.0
299,0.996078431372549
300,0.000457770656900891
301,0.9955748161259804
302,1.0
303,1.0
304,0.9999389611182323
305,0.996078431372549
306,1.0
307,0.9999923705472606
308,1.0
309,0.9999847409781033
310,1.0
311,1.0
312,0.9921259842519685
313,0.554813803205896
314,1.0
315,0.9999771116417819
316,0.9994811853389081
317,0.9411764705882353
318,0.9841269841269842
319,1.0
320,1.0
321,1.0
322,0.9997557997557998
323,0.2760967421988251
324,0.9990224828934506
325,1.0
326,1.0
327,1.0
328,0.039383235040550524
329,0.967741935483871
330,1.0
331,1.0
332,1.0
333,1.0
334,1.0
335,1.0
336,1.0
337,0.6666666666666667
338,1.0
339,0.9950484851721586
340,1.0
341,0.9997557997557998
342,1.0
343,0.9960631122775964
344,0.6435748563755521
345,0.996078431372549
346,1.0
347,1.0
348,0.9997557997557998
349,1.0
350,1.0
351,1.0
352,0.9999923705472606
353,0.9999923705472606
354,1.0
355,1.0
356,1.0
357,0.9999923705472606
358,0.6223091976516635
359,1.0
360,0.7137254901960784
361,0.967741935483871
362,1.0
363,1.0
364,1.0
365,0.8933650735518526
366,1.0
367,1.0
368,0.9980430528375734
369,1.0
370,0.9916838330663005
371,0.9921259842519685
372,0.999969481490524
373,0.9840162965110513
374,0.42186295976989574
375,0.9992673992673993
376,0.49963369963369964
377,1.0
378,0.9999923705472606
379,0.9999923705472606
380,1.0
381,0.9996948055911615
382,1.0
383,1.0
384,1.0
385,0.9998779147845196
386,1.0
387,0.21301594567788207
388,1.0
389,0.42021731168355514
390,1.0
391,1.0
392,1.0
393,1.0
394,1.0
395,1.0
396,0.31009644732022956
397,0.9999389611182323
398,0.004150453955901412
399,0.9999923705472606
400,0.898115510795758
401,1.0
402,1.0
403,1.0
404,0.8747167565670515
405,1.0
406,0.6560859479916983
407,1.0
408,1.0
409,1.0
410,0.996078431372549
411,0.9770582356127595
412,0.9841269841269842
413,1.0
414,0.9999923705472606
415,1.0
416,1.0
417,0.9990224828934506
418,1.0
419,1.0
420,1.0
421,0.9997329691541226
422,0.9999313349253458
423,1.0
424,0.4744231473568551
425,1.0
426,1.0
427,1.0
428,1.0
429,0.49963369963369964
430,0.7496947496947497
431,0.49210345616845963
432,1.0
433,0.486143328042974
434,1.0
435,1.0
436,0.9999160760198671
437,1.0
438,1.0
439,1.0
440,1.0
441,0.4867438258653707
442,1.0
443,1.0
444,1.0
445,0.9210767258743819
446,0.48359630115665153
447,1.0
448,1.0
449,1.0
450,0.9998779147845196
451,1.0
452,0.9999847409781033
453,0.9999389611182323
454,0.9959640195008812
455,1.0
456,0.9948882276646067
457,1.0
458,0.6813186813186813
459,1.0
460,1.0
461,0.9980315861753262
462,1.0
463,1.0
464,0.4334025149554389
465,0.999969481490524
466,0.9999923705472606
467,1.0
468,0.9987640192263676
469,1.0
470,1.0
471,0.9999923705472606
472,0.9999923705472606
473,1.0
474,0.9687185277871029
475,1.0
476,1.0
477,1.0
478,1.0
479,1.0
480,1.0
481,1.0
482,1.0
483,1.0
484,0.12903225806451613
485,0.7788450534443164
486,1.0
487,1.0
488,0.9841269841269842
489,1.0
490,0.996078431372549
491,1.0
492,0.4981841486861782
493,1.0
494,1.0
495,1.0
496,0.9980430528375734
497,1.0
498,1.0
499,0.0009613110451587303
500,1.0
501,1.0
502,0.9980430528375734
503,1.0
504,0.9921721217669948
505,0.991941391941392
506,0.9999847409781033
507,1.0
508,0.9998779147845196
509,1.0
510,1.0
511,1.0
512,1.0
513,1.0
514,1.0
515,1.0
516,1.0
517,1.0
518,1.0
519,0.36909085360271
520,1.0
521,1.0
522,1.0
523,0.9979781950240709
524,1.0
525,0.9990224828934506
526,1.0
527,1.0
528,1.0
529,1.0
530,1.0
531,1.0
532,1.0
533,1.0
534,1.0
535,0.9999923705472606
536,1.0
537,1.0
538,1.0
539,0.9998779147845196
540,1.0
541,1.0
542,1.0
543,1.0
544,0.9999847409781033
545,0.9974974058475249
546,0.7137254901960784
547,0.6873884184023804
548,0.5780727855344472
549,0.999969481490524
550,1.0
551,1.0
552,1.0
553,1.0
554,1.0
555,1.0
556,1.0
557,1.0
558,1.0
559,0.49411764705882355
560,1.0
561,0.16004394799487276
562,0.9998779147845196
563,0.999870299303431
564,0.25398448169312815
565,0.999969481490524
