"id","churnLinear","churnExponencial_2","churnExponencial_e","churnRecente","resultado"
3871,0.3817661142669358,0.3870967742536315,0.3202502016890082,0.4145658263305322,"não churn"
3487,0.4373816565732438,0.4181264987395654,0.3318177941432567,0.4369747899159664,"não churn"
1493,0.4464579127740481,0.1693548312590647,0.0993622747069857,0.4509803921568627,"não churn"
374,0.397665211335931,0.3870967740771541,0.3202502016889973,0.4229691876750701,"não churn"
1730,0.3228017463968827,0.3869747038810448,0.3202463178060589,0.3445378151260504,"não churn"
2379,0.3973991831369419,0.418346535774969,0.3318278930993449,0.4089635854341736,"não churn"
2925,0.428055020891038,0.2943548386796638,0.246358217776295,0.4173669467787114,"não churn"
1628,0.3565247327981472,0.3870929520420639,0.3202501755163782,0.3697478991596639,"não churn"
866,0.2873104549082202,0.3870967667393296,0.3202502016857756,0.3193277310924369,"não churn"
1338,0.2457944071483342,0.1252479631330169,0.0855587985298426,0.2773109243697479,"não churn"
1979,0.4251913055725083,0.4183468356625432,0.3318278936439586,0.4649859943977591,"não churn"
346,0.2866845062047165,0.3868526261178537,0.3202396441973388,0.3137254901960784,"não churn"
1909,0.2748697244260832,0.2620967741862723,0.2347019868202564,0.3053221288515406,"não churn"
2099,0.4137520930159774,0.418946516152045,0.3318913681417157,0.4033613445378151,"não churn"
3760,0.4040811855468444,0.2941105490129443,0.2463476600876627,0.4005602240896359,"não churn"
5270,0.2873417523433954,0.2590450349173707,0.2341996934934211,0.2913165266106442,"não churn"
2926,0.2138293519655053,0.2580645086711755,0.234121657249507,0.2640449438202247,"não churn"
1699,0.3928964844364712,0.3792842704683149,0.3186833314767054,0.4185393258426966,"não churn"
3909,0.2048909451421018,0.258064516129032,0.2341216572527368,0.2528089887640449,"não churn"
1731,0.439697227205489,0.2943546002837938,0.2463582172969869,0.4550561797752809,"não churn"
11265,0.3258269599974821,0.3829463798996466,0.3196632248617314,0.3258426966292135,"não churn"
2519,0.3041104082082271,0.2578204909917865,0.2341110999385863,0.3426966292134831,"não churn"
1481,0.3652629591162307,0.0120965357747702,0.0021578284061177,0.3904494382022472,"não churn"
10364,0.2852893966575394,0.2580645086785083,0.2341216572495071,0.3174157303370787,"não churn"
4034,0.4026059862147105,0.3225844598583283,0.2658066042182584,0.4044943820224719,"não churn"
401,0.3067069524438989,0.2581904049841449,0.2341255673062766,0.3202247191011236,"não churn"
2330,0.3730840650867089,0.3870967739606038,0.3202502016889836,0.401685393258427,"não churn"
1806,0.3617379536084096,0.0080684501557863,0.0015775256636406,0.398876404494382,"não churn"
3834,0.2565857803795676,0.2581903975298091,0.234125567303047,0.2752808988764045,"não churn"
1222,0.3207786042095268,0.129032254339226,0.0861285444350805,0.3661971830985915,"não churn"
212,0.3302737774964392,0.1251279154714151,0.0855521347258029,0.3408450704225352,"não churn"
1019,0.283320145592657,0.160282258064516,0.0977062363259174,0.2985915492957747,"não churn"
459,0.9065200189903466,1.0,1.0,0.8619718309859155,"churn"
456,0.3819749960436778,0.1612903226106867,0.0977847753923102,0.3915492957746479,"não churn"
772,0.2758822598512422,0.0352822580645161,0.0121580214571687,0.3014084507042254,"não churn"
11295,0.2302421269188163,0.1251239813865385,0.0855521083800665,0.2563380281690141,"não churn"
1536,0.3286437727488527,0.1611377039563467,0.0977803658589391,0.3492957746478873,"não churn"
2676,0.2460515904415255,0.1290322580645124,0.0861285444362687,0.2647887323943662,"não churn"
2970,0.4419053647729071,0.4115420956269783,0.3303395619532748,0.4394366197183098,"não churn"
1179,0.4736983699952524,0.1935562511846011,0.1178135368463116,0.5070422535211268,"não churn"
2425,0.3749802183889856,0.1612893344774342,0.097784771825455,0.3830985915492958,"não churn"
280,0.3119322677638867,0.1612902033413137,0.0977847752159792,0.3154929577464789,"não churn"
4055,0.3630479506250988,0.1612903215329063,0.0977847753921395,0.3661971830985915,"não churn"
3704,0.3642190219971514,0.2943462248771418,0.2463581430748306,0.3718309859154929,"não churn"
9307,0.1787149865485044,0.0039063692092931,0.00057641951398,0.2084507042253521,"não churn"
5065,0.4556733660389301,0.1935493714155189,0.1178134687980529,0.4366197183098591,"não churn"
5891,0.2891122012976737,0.0362558748275969,0.0122360085534771,0.295774647887324,"não churn"
477,0.2872131666402912,0.0118447656354128,0.0021471997818751,0.2845070422535211,"não churn"
1000,0.2902674473809147,0.000126008128241,3.910229871006976e-06,0.2873239436619718,"não churn"
1750,0.3486591867589719,0.4193538468210925,0.3319064290761473,0.3333333333333333,"não churn"
2023,0.3088406143073128,0.2933465357749689,0.2462796782305961,0.2937853107344632,"não churn"
1649,0.6794143391421978,0.4838404501638105,0.3635908278147706,0.6468926553672316,"churn"
6473,0.3134399618047266,0.0432437398796476,0.0137320651224844,0.3220338983050848,"não churn"
163,0.455924246041219,0.2943548089073546,0.2463582177524328,0.4548022598870056,"não churn"
2670,0.3014880241903398,0.2620967630176739,0.2347019868158389,0.288135593220339,"não churn"
2566,0.7968807193443145,0.4838709677419355,0.3635913534411692,0.7966101694915254,"churn"
1127,0.3885414179995226,0.3870967742536317,0.3202502016890083,0.364406779661017,"não churn"
9,0.4446407257101934,0.3235601609753022,0.2658846081432839,0.4406779661016949,"não churn"
1144,0.3418317816503541,0.3870967630176771,0.3202502016845877,0.367231638418079,"não churn"
443,0.3668337709875069,0.0745967741935481,0.0336292583645567,0.3870056497175141,"não churn"
4296,0.4386567995543885,0.4192326490713585,0.3319025485857626,0.4180790960451978,"não churn"
2902,0.3763666746240153,0.3870967742536315,0.3202502016890083,0.3531073446327684,"não churn"
3693,0.3200286464550012,0.3244747037646613,0.266169532416432,0.3192090395480226,"não churn"
2070,0.4045834328001909,0.293378238723915,0.2462802078748572,0.3898305084745762,"não churn"
4078,0.4696427150473462,0.4193548312591216,0.3319064326418154,0.4463276836158192,"não churn"
1843,0.3174822948993395,0.3792840357749693,0.3186833309985842,0.307909604519774,"não churn"
2714,0.4218508792870216,0.4193519162194361,0.3319064124489764,0.4067796610169492,"não churn"
1675,0.3724332196987884,0.3869747038810766,0.320246317806059,0.3739376770538244,"não churn"
5868,0.3873657591907939,0.128912160238606,0.0861246702478467,0.4249291784702549,"não churn"
2574,0.3651670107712744,0.3870967667393261,0.3202502016857756,0.3569405099150141,"não churn"
1805,0.31996927065828,0.4515518046122864,0.351933693618378,0.3909348441926346,"não churn"
3007,0.3045085706054641,0.3870891447990169,0.3202501305532078,0.2861189801699717,"não churn"
862,0.4247691298154639,0.3891128436210476,0.3204636929411324,0.3994334277620396,"não churn"
2434,0.4453033722251565,0.2943243202002298,0.2463576921497369,0.4050991501416431,"não churn"
1132,0.362510203101743,0.3792843244830363,0.3186833315387803,0.3569405099150141,"não churn"
4484,0.387973944079,0.0764276464017879,0.0338374268897992,0.4192634560906515,"não churn"
3514,0.4786735167490917,0.3891129032258043,0.3204636930059999,0.4815864022662889,"não churn"
943,0.4750084025543765,0.1976990219686298,0.1188144740764133,0.4787535410764872,"não churn"
465,0.3178246186840799,0.3245967741935484,0.2661734162993864,0.3144475920679886,"não churn"
3983,0.4704310110273523,0.4514908329133064,0.3519312386021832,0.4702549575070821,"não churn"
9265,0.2006049839151101,0.1292842630139256,0.0861391735386462,0.2379603399433427,"não churn"
411,0.306637217714185,0.2619708854584921,0.2346980767667247,0.3257790368271954,"não churn"
890,0.4266577039419984,0.4193538543316432,0.3319064290793798,0.4277620396600566,"não churn"
982,0.2765480706134665,0.262096774193548,0.2347019868202566,0.2917847025495751,"não churn"
627,0.3041564635649237,0.3870967704683149,0.3202502016878172,0.3116147308781869,"não churn"
3960,0.5048894864038668,0.4516129031093876,0.3519351224851216,0.5240793201133145,"não churn"
2256,0.3663673756822073,0.4183467739607176,0.3318278935786324,0.376770538243626,"não churn"
2429,0.3251868568044685,0.1331924240916002,0.0871296340404774,0.3711048158640226,"não churn"
8051,0.3070596188514035,0.3831905241935768,0.3196737823513533,0.315340909090909,"não churn"
2241,0.3109226113829513,0.3829463798432577,0.3196632248617284,0.3494318181818182,"não churn"
7753,0.3114859644604687,0.4182446375534792,0.3318244414048716,0.3238636363636363,"não churn"
830,0.4038919649755343,0.4183467741934347,0.3318278935786541,0.4431818181818182,"não churn"
2647,0.3106811743497296,0.3870967741860447,0.3202502016890052,0.3494318181818182,"não churn"
1830,0.5016095802214782,0.4515518606187482,0.3519336936812123,0.4914772727272727,"não churn"
4240,0.3559747617821271,0.418346774193541,0.3318278935786541,0.3977272727272727,"não churn"
1965,0.3096832346124131,0.0118484610069735,0.0021472445719334,0.3551136363636363,"não churn"
5622,0.2281419005923255,0.2580684538770655,0.2341216835996583,0.2017045454545454,"não churn"
1477,0.4741340458408447,0.3891126648053511,0.3204636925266906,0.4801136363636363,"não churn"
1006,0.2893381406129282,0.3869745844389278,0.3202463176297092,0.3295454545454546,"não churn"
244,0.3242499356167911,0.3870967741934344,0.3202502016890054,0.3522727272727273,"não churn"
9188,0.3722798094257018,0.3870967741899104,0.3202502016890053,0.377840909090909,"não churn"
2884,0.3730845995364409,0.4193537313370933,0.3319064289018608,0.4005681818181817,"não churn"
1134,0.4028135462271439,0.4515518009560628,0.3519336936163418,0.4204545454545454,"não churn"
1601,0.5210211176925058,0.4513685241822271,0.3519245645173835,0.5426136363636364,"não churn"
2220,0.3141417718259078,0.3245967741935484,0.2661734162993864,0.3409090909090909,"não churn"
813,0.3584535153232037,0.4193462547058398,0.3319063579674438,0.3636363636363636,"não churn"
2585,0.4317055112026783,0.4193548387096772,0.331906432645045,0.4119318181818182,"não churn"
2861,0.3078322173577131,0.3870929594962827,0.320250175519608,0.34375,"não churn"
2342,0.3693503734226113,0.3869747038810764,0.320246317806059,0.4005681818181817,"não churn"
2763,0.3149626577388617,0.4183703674183452,0.331828351127333,0.3210227272727273,"não churn"
1944,0.2935874323976307,0.1292766410136394,0.0861391024060732,0.3579545454545454,"não churn"
1966,0.230395312902395,0.3128780203480872,0.2640301267494264,0.2613636363636363,"não churn"
2293,0.3332523957523957,0.2581867094960552,0.2341255413132071,0.3703703703703703,"não churn"
2543,0.327020202020202,0.0433467741934343,0.0137355207750757,0.3418803418803419,"não churn"
1801,0.1792605542605542,0.0078127384260897,0.0015668706904212,0.2079772079772079,"não churn"
11013,0.2595182595182594,0.2893152621184154,0.245699352228743,0.282051282051282,"não churn"
2423,0.3510910385910386,0.419227846090742,0.3319025188494952,0.3846153846153846,"não churn"
142,0.2936901061901061,0.2620852070471182,0.2347018893375374,0.3390313390313391,"não churn"
3424,0.2522015022015021,0.0080566483156943,0.0015774277028001,0.2877492877492877,"não churn"
539,0.4250356125356125,0.0413592861252729,0.0133691985477898,0.4814814814814815,"não churn"
3554,0.3853923853923854,0.353862084718723,0.277384799065108,0.3675213675213675,"não churn"
979,0.2849488474488474,0.3205683308262979,0.2655931129012637,0.3105413105413105,"não churn"
3374,0.5468628593628594,0.314738281159642,0.264238807660468,0.5071225071225072,"não churn"
3545,0.3205128205128205,0.3830568867345293,0.3196698009856878,0.3561253561253561,"não churn"
3047,0.4776612276612276,0.2600845754554495,0.234335174913423,0.5014245014245013,"não churn"
96,0.2409997409997409,0.2893068827726246,0.2456992780045245,0.2678062678062678,"não churn"
461,0.2845927220927221,0.320686586328872,0.265596970614799,0.3190883190883191,"não churn"
3026,0.4534770784770785,0.380292331259068,0.3187618705410548,0.4501424501424501,"não churn"
3593,0.4106287231287231,0.2903225469973494,0.2457778881828575,0.4301994301994302,"não churn"
128,0.3500854700854701,0.0937835324195087,0.0430496603655524,0.36,"não churn"
3787,0.2585429385429385,0.129032258064516,0.0861285444362686,0.2971428571428571,"não churn"
3691,0.4505331705331705,0.4115337247041603,0.3303394877324486,0.4657142857142857,"não churn"
1054,0.425006105006105,0.161534463205645,0.097795332880745,0.4457142857142857,"não churn"
2433,0.444086284086284,0.3870987356189755,0.3202502113782666,0.4399999999999999,"não churn"
4937,0.3135205535205535,0.0323839197272133,0.0116601409845199,0.3028571428571428,"não churn"
2124,0.2266178266178266,0.000126008064516,3.910229868009374e-06,0.2571428571428571,"não churn"
322,0.2623036223036222,0.1292763986894023,0.0861391019247055,0.2828571428571428,"não churn"
3168,0.3727472527472527,0.41053427418991,0.330261023367542,0.3942857142857142,"não churn"
4355,0.341033781033781,0.1045917060773815,0.0449080804123664,0.3257142857142857,"não churn"
2396,0.3472853072853072,0.3790284433748179,0.318672676201701,0.3885714285714285,"não churn"
1678,0.3247374847374847,0.1612893344174041,0.0977847718254519,0.3399999999999999,"não churn"
925,0.4330809930809931,0.1573850569022339,0.0972083621814708,0.4257142857142857,"não churn"
1005,0.2332112332112331,0.0001565256426411,4.435856266304938e-06,0.2485714285714285,"não churn"
2110,0.4553846153846154,0.0441028225808798,0.0138034307346712,0.4885714285714285,"não churn"
697,0.3635490435490436,0.1612902927483377,0.0977847753684437,0.3628571428571429,"não churn"
1366,0.2938868538868538,0.1290322657517998,0.0861285444395201,0.2714285714285714,"não churn"
3117,0.4653479853479854,0.0362905686899187,0.01223656100612,0.4914285714285714,"não churn"
1050,0.3146275946275946,0.1290322655226354,0.0861285444394983,0.3,"não churn"
2242,0.4438968481375358,0.4513610736016229,0.3519244937960277,0.4068767908309455,"não churn"
562,0.3512893982808023,0.1048367427222585,0.0449186413780201,0.3467048710601719,"não churn"
197,0.3652394596807204,0.3869747038811052,0.320246317806059,0.3381088825214899,"não churn"
5369,0.4396889070814572,0.3891128398958711,0.3204636929399443,0.4126074498567335,"não churn"
496,0.3350470732705689,0.3245967741899103,0.2661734162993864,0.3180515759312321,"não churn"
7401,0.264428980761359,0.0081867094961689,0.0015813833783776,0.2664756446991404,"não churn"
2,0.2711256651657797,0.0119708891800593,0.0021539188330831,0.2693409742120344,"não churn"
1829,0.4967335243553008,0.4115423387059219,0.3303395624339331,0.4727793696275072,"não churn"
428,0.4018665575112566,0.4183696586518446,0.331828348068067,0.4011461318051575,"não churn"
3651,0.4516577977896029,0.3831905857209233,0.3196737824166609,0.4527220630372492,"não churn"
2486,0.2758248055669259,0.1303455299979905,0.0862190698332245,0.2664756446991404,"não churn"
1688,0.4396725337699549,0.2933411099497348,0.2462796172654106,0.4297994269340974,"não churn"
3008,0.302284076954564,0.3792842739534414,0.3186833314778716,0.3065902578796562,"não churn"
9203,0.3165124846500204,0.2587988480885717,0.2341891192663943,0.3237822349570201,"não churn"
1575,0.4103806794924273,0.3870967742498798,0.3202502016890083,0.4154727793696274,"não churn"
361,0.351338518215309,0.3868526336268125,0.3202396442005715,0.335243553008596,"não churn"
1775,0.4349897666803111,0.3227066532258045,0.265810488278729,0.4212034383954155,"não churn"
239,0.2994023741301678,0.1292767062027009,0.0861391024725656,0.3008595988538681,"não churn"
3302,0.2886942284076954,0.1369744580118849,0.0877021593886906,0.2836676217765043,"não churn"
1713,0.4519645621315417,0.3548988479982544,0.2774652606563829,0.4195402298850574,"não churn"
415,0.3625300530250633,0.4183429594962826,0.3318278674092566,0.3333333333333333,"não churn"
1077,0.3257583242762573,0.3226417381196249,0.2658090332421479,0.3275862068965517,"não churn"
4134,0.4098244573988078,0.4154495636015682,0.3313300194305272,0.3505747126436781,"não churn"
3513,0.3611961927345782,0.2581904049842588,0.2341255673062766,0.3505747126436781,"não churn"
1378,0.2879820834568389,0.3870967741933209,0.3202502016890053,0.2672413793103448,"não churn"
2503,0.3023087310213088,0.3165401261179675,0.2645959885966079,0.3247126436781609,"não churn"
559,0.301238349306722,0.3245967630176737,0.2661734162949687,0.3017241379310345,"não churn"
6555,0.320455817936304,0.3187965754809276,0.2648200112310167,0.3333333333333333,"não churn"
882,0.3925007410334947,0.0433467705283412,0.0137355207738905,0.3850574712643678,"não churn"
744,0.3224977768995158,0.1370929520456982,0.0877060175815487,0.3448275862068966,"não churn"
86,0.4534301617099759,0.4193240789576409,0.3319059065381479,0.4597701149425287,"não churn"
1545,0.3522708559760235,0.4516126031634259,0.3519351219405048,0.3908045977011494,"não churn"
2666,0.416510226262227,0.4183477511509297,0.3318278971410915,0.4224137931034483,"não churn"
3935,0.2980766063959424,0.324596774077133,0.2661734162993784,0.3132183908045977,"não churn"
396,0.2843098508052564,0.3870967741935481,0.3202502016890053,0.3103448275862068,"não churn"
2694,0.3218720152817573,0.3829425986697403,0.3196631987173822,0.3362068965517241,"não churn"
1126,0.2953594835819912,0.3870967741935482,0.3202502016890053,0.3218390804597701,"não churn"
3734,0.3670915258703027,0.3870986740916535,0.320250211312959,0.3936781609195402,"não churn"
944,0.3524684649079471,0.3813003415820157,0.3188968227295725,0.3764367816091953,"não churn"
2453,0.3496196028060468,0.3831905202354239,0.3196737823501434,0.3649425287356321,"não churn"
4596,0.4749577660737355,0.4154180711242654,0.3313294876809942,0.4956772334293948,"não churn"
2489,0.3278512040809567,0.3206902820496715,0.265596996481237,0.340057636887608,"não churn"
2895,0.3858359004935572,0.2943545704886334,0.2463582172731234,0.3832853025936599,"não churn"
2555,0.3032395905793501,0.3870967667429675,0.3202502016857756,0.3458213256484149,"não churn"
317,0.3800225247606744,0.3870967742536315,0.3202502016890082,0.3948126801152738,"não churn"
2219,0.3126469906257246,0.1379749887938723,0.0877806276014476,0.340057636887608,"não churn"
494,0.2668521646957501,0.3126338761179678,0.264019569258956,0.2680115273775216,"não churn"
2581,0.2985690152042134,0.4183467704682542,0.3318278935774659,0.3170028818443804,"não churn"
112,0.4242770545562954,0.4193204729064183,0.3319058808241975,0.4178674351585014,"não churn"
3674,0.2084037232104408,0.0050125245470884,0.0006583842353202,0.2478386167146974,"não churn"
395,0.2752989499486568,0.2620965357749693,0.2347019863409473,0.2939481268011528,"não churn"
2039,0.5088277187054888,0.4193548275338026,0.3319064326406272,0.5590778097982709,"não churn"
2712,0.3942661234224386,0.4193538542717299,0.3319064290793768,0.4178674351585014,"não churn"
123,0.3756169465699427,0.3869747038829242,0.3202463178060589,0.409221902017291,"não churn"
9640,0.1945741826493093,0.0080683345517051,0.0015775254884925,0.2334293948126801,"não churn"
2974,0.3618039683328364,0.4193536121278036,0.3319064285988795,0.3948126801152738,"não churn"
2508,0.3824737487164199,0.3870967741936052,0.3202502016890053,0.409221902017291,"não churn"
588,0.2266554042863294,0.2620967703408114,0.2347019868190603,0.2737752161383285,"não churn"
7231,0.3798734638444466,0.1692247474932833,0.0993583190107528,0.3861671469740634,"não churn"
3108,0.2939150021531022,0.2620966549841448,0.2347019866439286,0.3342939481268011,"não churn"
2458,0.3842293550631024,0.3881010202758306,0.3203287145848105,0.3890489913544669,"não churn"
6701,0.2768902733587646,0.2510770338804802,0.2326241974849752,0.2774566473988439,"não churn"
3883,0.3104062900834569,0.2922756981934435,0.2459899410293625,0.2947976878612717,"não churn"
222,0.360513734570472,0.290078440050203,0.2457673307203411,0.3699421965317919,"não churn"
2497,0.368992687111659,0.387096774193548,0.3202502016890054,0.3728323699421965,"não churn"
3835,0.2936316236611084,0.2903215962071501,0.2457778846431081,0.315028901734104,"não churn"
1372,0.3570155419699822,0.2923386488485375,0.2459913794607177,0.3526011560693641,"não churn"
7445,0.364528327031034,0.3205903576266378,0.2655935544806264,0.3439306358381503,"não churn"
6034,0.3476037380686645,0.1045029247261482,0.0449061390653537,0.3497109826589595,"não churn"
115,0.3202678616048375,0.2502520086785084,0.2325547870383951,0.3526011560693641,"não churn"
1189,0.3522513368093152,0.320690524193548,0.2655969969617344,0.3786127167630058,"não churn"
11065,0.3116889607036365,0.3225806432421977,0.2658065780484209,0.3265895953757225,"não churn"
425,0.2693608302377105,0.2580645161290321,0.2341216572527367,0.3063583815028902,"não churn"
860,0.2810881044793523,0.0120928362087014,0.0021578025384836,0.315028901734104,"não churn"
2527,0.2926654561809731,0.3225729484765978,0.2658065068449446,0.3034682080924855,"não churn"
9883,0.3147373856840633,0.2500431623885859,0.2325447848907875,0.3757225433526011,"não churn"
1535,0.299078809281871,0.0393145122835711,0.0131551912055003,0.3265895953757225,"não churn"
3675,0.2996618413819526,0.0080587921585237,0.0015774378076774,0.315028901734104,"não churn"
892,0.4438873248821442,0.3870987412050902,0.320250211381059,0.453757225433526,"não churn"
2762,0.2537688860755276,0.2822275470281293,0.2441998632644776,0.2832369942196532,"não churn"
3069,0.3512185370891706,0.289345772039387,0.2456998778518914,0.3901734104046243,"não churn"
2651,0.3325291111669598,0.1691028224340742,0.099351645603411,0.3449275362318841,"não churn"
2618,0.4617240512691631,0.2641128433883308,0.2349154780723618,0.4492753623188406,"não churn"
5442,0.297495183044316,0.0352786782898491,0.012157995765914,0.3043478260869565,"não churn"
1787,0.4371785205663064,0.1339456881246259,0.0871975309030356,0.4144927536231884,"não churn"
1397,0.2753958280975119,0.1290284433672504,0.0861285182668711,0.3043478260869565,"não churn"
3785,0.3018513864455056,0.1573830890739644,0.097208352489149,0.3159420289855073,"não churn"
3678,0.4110580547876351,0.2904170829683149,0.2457812692453893,0.3913043478260869,"não churn"
623,0.3109659043310714,0.2855340355384969,0.2447128080194623,0.3507246376811594,"não churn"
8260,0.3107983580464103,0.0352174082672737,0.0121555402055155,0.327536231884058,"não churn"
3001,0.2580547876350841,0.032258124119866,0.0116562310209069,0.2956521739130434,"não churn"
655,0.2509173159085197,0.1289101840230878,0.086124660552134,0.2579710144927536,"não churn"
4093,0.4618078244114937,0.1673387684071867,0.0989954365709945,0.4347826086956522,"não churn"
1332,0.2717600737203652,0.066532258064516,0.0320517590466495,0.2724637681159421,"não churn"
2528,0.4635503057719695,0.2865423387096486,0.2447913475651842,0.4753623188405796,"não churn"
2011,0.3182541677138309,0.2542766447990168,0.2331350454733471,0.3449275362318841,"não churn"
1721,0.8019602915305353,0.7419354838709677,0.7658783427472634,0.8,"churn"
3260,0.1539247717181872,0.0351600685427264,0.0121541373978941,0.1797101449275362,"não churn"
3283,0.4114769204992879,0.044347209311508,0.0138139887056689,0.3884057971014493,"não churn"
3781,0.3357459998324537,0.1602822620301477,0.0977062363279807,0.3217391304347826,"não churn"
7203,0.5634246460584736,0.7258064555785275,0.7615902550190536,0.536231884057971,"churn"
1402,0.2658456898718271,0.004032265755324,0.0005803295707713,0.2579710144927536,"não churn"
1157,0.460953825412875,0.4203552738312749,0.332041313759851,0.4244186046511627,"não churn"
1065,0.4246882372767104,0.3548387674503985,0.277462809115928,0.4098837209302325,"não churn"
4347,0.4540276373441186,0.4154466813027161,0.3313299967651737,0.438953488372093,"não churn"
3076,0.380535894843276,0.294109713646673,0.2463476567221911,0.4040697674418605,"não churn"
3586,0.4470340411189754,0.4203628957750549,0.3320413848924189,0.4244186046511627,"não churn"
9403,0.3484496124031008,0.2864173765504585,0.2447874435743506,0.3430232558139535,"não churn"
1115,0.5107178968655207,0.4516128995005158,0.3519351224839415,0.5087209302325582,"não churn"
1874,0.3811425682507583,0.3870966547514847,0.3202502015126556,0.4040697674418605,"não churn"
423,0.3983316481294237,0.3870967704683146,0.3202502016878172,0.4156976744186046,"não churn"
5483,0.338422649140546,0.044073293229486,0.0138029112371479,0.3459302325581395,"não churn"
187,0.3481799797775531,0.3245966549842549,0.2661734161230583,0.3662790697674418,"não churn"
62,0.450370744860128,0.3891090885285404,0.3204636668366024,0.4418604651162791,"não churn"
8330,0.2869902258173239,0.3870967630140356,0.3202502016845876,0.2761627906976744,"não churn"
1771,0.4475901584091675,0.4193548377783758,0.3319064326448842,0.4244186046511627,"não churn"
2493,0.379154027637344,0.4193233366862686,0.3319059034529781,0.3575581395348837,"não churn"
6425,0.3468655207280081,0.3754333391027098,0.318108279432747,0.3284883720930233,"não churn"
3923,0.4602460397708122,0.4193548089072411,0.3319064326211816,0.438953488372093,"não churn"
2245,0.3988372093023256,0.2578510355780683,0.234111625587821,0.4040697674418605,"não churn"
2896,0.4735085945399393,0.4193538774383798,0.3319064291001635,0.4941860465116279,"não churn"
3391,0.3422480620155038,0.406628016742854,0.3296846040266606,0.3226744186046512,"não churn"
1898,0.4644084934277047,0.4477066531675988,0.3513587031474746,0.4244186046511627,"não churn"
3367,0.3177283451297606,0.3791545744826482,0.3186793764591494,0.3081395348837209,"não churn"
3915,0.2976472981219066,0.3792765216316063,0.3186832601645581,0.2886297376093294,"não churn"
1780,0.3903315479015526,0.4516129013629335,0.3519351224846925,0.3702623906705539,"não churn"
8519,0.2449657603905349,0.2620849723572366,0.2347018888594163,0.2303206997084548,"não churn"
3980,0.3893992813072072,0.3870987430693289,0.3202502113814961,0.3673469387755101,"não churn"
4350,0.4145874296562478,0.451612657236593,0.3519351220025827,0.4110787172011662,"não churn"
686,0.2720353922299817,0.2620967741935484,0.2347019868202565,0.2507288629737609,"não churn"
362,0.2894942029968134,0.2542842741935409,0.2331351166091447,0.2886297376093294,"não churn"
299,0.4041290934978643,0.4516434208038159,0.3519356481115282,0.4198250728862973,"não churn"
2488,0.395196284493864,0.4182208854584924,0.3318239835251221,0.402332361516035,"não churn"
2985,0.3593294460641399,0.2930110808341739,0.2462657629649205,0.3760932944606414,"não churn"
2056,0.4881178384975252,0.4437393361380385,0.3503668234318651,0.4897959183673469,"não churn"
2817,0.3654824055868194,0.2016128414653692,0.1193909644849706,0.402332361516035,"não churn"
385,0.3552444233507357,0.2933429557709922,0.2462796525393197,0.3731778425655977,"não churn"
