"id_cliente","churnLinear","churnExponencial_2","churnExponencial_e","churnRecente","resultado"
192,0.4182895110703123,0.7998679958273329,0.8807931052604155,0.4470198675496688,"não churn"
2122,0.2425851856708849,0.00203550844162792,0.00021371144759463331,0.2450331125827815,"não churn"
1637,0.3060564334579153,0.5343631883443493,0.6439936267827711,0.3145695364238411,"não churn"
2087,0.35999825148077724,0.1279948074662428,0.08583973304058479,0.3708609271523179,"não churn"
764,0.3926299914759688,0.5499900659061212,0.6482528312085105,0.4403973509933775,"não churn"
3592,0.3740519747338973,0.6593822637106029,0.7295420611885005,0.3774834437086093,"não churn"
3871,0.3366336633663366,0.5499938808352759,0.6482528573779296,0.3642384105960265,"não churn"
3487,0.3191921841190741,0.5011753239978901,0.6322040754368894,0.3178807947019867,"não churn"
1493,0.3645881144405832,0.6593784489689976,0.7295420350191015,0.3841059602649006,"não churn"
374,0.3572661901951785,0.5499918541618221,0.6482528475744046,0.3874172185430464,"não churn"
1730,0.2784298297379407,0.5031188808088739,0.6324159706658607,0.30132450331125826,"não churn"
2379,0.3439774441020261,0.5342449329774034,0.6439897690692442,0.3509933774834437,"não churn"
2925,0.35217362795882234,0.6662191530059157,0.7310309250664935,0.3344370860927153,"não churn"
1628,0.3119358293445239,0.5332683332244471,0.6439117591678272,0.3245033112582781,"não churn"
866,0.2306515419753896,0.5343631510923539,0.6439936267556781,0.26490066225165565,"não churn"
1338,0.15955237907896747,0.000980623095529376,7.803652626137136e-05,0.2086092715231788,"não churn"
1979,0.3555176709723953,0.5334227495187123,0.643916178156227,0.3973509933774835,"não churn"
346,0.209997158656263,0.5031130388670741,0.6324159346928717,0.2516556291390728,"não churn"
1909,0.2372959150219658,0.5333902915318166,0.6439156428776529,0.2748344370860927,"não churn"
2099,0.34443643039800664,0.6256144351016959,0.7177013824818634,0.3443708609271523,"não churn"
3760,0.3652438091491268,0.6348927975709744,0.7194516108959452,0.3708609271523179,"não churn"
5270,0.2425851856708849,0.6271517580917882,0.7178863330751429,0.2549668874172185,"não churn"
2926,0.1971673988590912,0.533325434225848,0.643914187904338,0.23509933774834435,"não churn"
1699,0.3788822590868358,0.5343669734894284,0.6439936529283272,0.3973509933774835,"não churn"
3909,0.18245798089742749,0.5333292489231101,0.6439142140737355,0.22516556291390727,"não churn"
1731,0.3735929884379167,0.6660961308825829,0.7310270376423413,0.4072847682119205,"não churn"
11265,0.2902104780014425,0.018740058456478303,0.0045545804870744675,0.2980132450331125,"não churn"
2519,0.2522716771908209,0.0021402915299461034,0.00021739215944649448,0.2857142857142857,"não churn"
1481,0.31537259906272685,0.5342449030523028,0.6439897690453669,0.3322259136212624,"não churn"
10364,0.20008360652130866,0.0019533636514401653,0.00021205330314677526,0.23588039867109634,"não churn"
4034,0.3285516270269081,0.26870936552635005,0.2370978348343228,0.33554817275747506,"não churn"
401,0.2510615828034587,0.03332937511823208,0.011793655424676251,0.26578073089700993,"não churn"
2330,0.3133924446106796,0.5343667348352653,0.6439936524489962,0.3388704318936877,"não churn"
1806,0.2971551781038921,0.0031131587912283103,0.00029537604072338297,0.32558139534883723,"não churn"
3834,0.21174451607225364,0.034302115470383865,0.011871639126373457,0.2325581395348837,"não churn"
1222,0.2683549316846714,0.00012219722248307807,3.8840625260494485e-06,0.3056478405315615,"não churn"
212,0.277749664473829,0.016723759719783127,0.004341088759269418,0.2724252491694352,"não churn"
1019,0.2252975732107104,0.0010377541184444226,7.943887843298025e-05,0.23920265780730895,"não churn"
459,0.8871972013817078,1.0,1.0,0.8372093023255813,"churn"
456,0.3351301401509318,0.1416799223662526,0.08988705156438925,0.3289036544850499,"não churn"
772,0.20912631185232444,6.119161940898454e-05,1.4290041089326524e-06,0.2259136212624585,"não churn"
11295,0.17810389210358413,0.0009784996509570878,7.801952537089818e-05,0.20598006644518274,"não churn"
1536,0.2929125138427464,0.12603775669509965,0.08562765374770033,0.30666666666666664,"não churn"
2676,0.22476190476190472,0.5010377247818402,0.6321999976831865,0.2266666666666667,"não churn"
2970,0.421483942414175,0.6670688783427343,0.7311050213472172,0.4,"não churn"
1179,0.4454485049833887,0.7687704086279777,0.8692198224668581,0.4666666666666667,"não churn"
2425,0.35601328903654483,0.6416646617144918,0.7220074170253641,0.33333333333333337,"não churn"
280,0.3075526024363233,0.6259957929144716,0.7177470033116541,0.3033333333333333,"não churn"
4055,0.36035437430786266,0.6651163499775719,0.7308929714094801,0.35,"não churn"
3704,0.32287929125138426,0.6574138780415579,0.7293298149971015,0.3366666666666667,"não churn"
9307,0.17514950166112953,0.5000648498826782,0.6321220137986441,0.19333333333333336,"não churn"
5065,0.4322702104097453,0.8062506715080858,0.8821771756476381,0.4033333333333333,"não churn"
5891,0.25089700996677744,0.6640826841176165,0.7308135590797342,0.2566666666666667,"não churn"
477,0.234640088593577,0.531315088890555,0.6436997061676694,0.22333333333333336,"não churn"
1000,0.2553266888150609,0.5322896244761676,0.6437776991967528,0.2366666666666667,"não churn"
1750,0.30604651162790697,0.6592411182801413,0.7295379577685956,0.28,"não churn"
2023,0.2608637873754153,0.5332683702291131,0.643911759194898,0.24,"não churn"
1649,0.6342857142857143,0.92552898724886,0.9663746510360316,0.6,"não churn"
6473,0.22221483942414175,0.5078583958243286,0.6336881482095641,0.2466666666666667,"não churn"
163,0.3970985603543743,0.666202942527907,0.7310307281581502,0.3933333333333333,"não churn"
2670,0.2563012181616833,0.5333865960155928,0.6439156168845824,0.24,"não churn"
2566,0.7562790697674419,0.9332193871340376,0.9679376373403338,0.76,"não churn"
1127,0.3366112956810631,0.5498699031760225,0.6482489638678001,0.30000000000000004,"não churn"
9,0.34442967884828346,0.4087727765236821,0.3299124681728009,0.33333333333333337,"não churn"
1144,0.28914728682170543,0.5343631585420233,0.6439936267589077,0.3133333333333333,"não churn"
443,0.2994241417497231,0.533390410741107,0.643915643053981,0.31999999999999995,"não churn"
4296,0.3454042081949059,0.6357624625453212,0.7195259301677295,0.3366666666666667,"não churn"
2902,0.32797342192691026,0.5499919734867035,0.6482528477507464,0.2933333333333333,"não churn"
3693,0.2618506131549609,0.5333902916555123,0.6439156428776611,0.24080267558528426,"não churn"
2070,0.27763656633221856,0.5411988594860911,0.6454824866168232,0.2809364548494984,"não churn"
4078,0.3439464882943144,0.6671813808234827,0.7311087476353708,0.34448160535117056,"não churn"
1843,0.2354515050167224,0.03326834042952098,0.011791200342477048,0.23076923076923075,"não churn"
2714,0.3268004459308808,0.6661732873545285,0.7310298283897426,0.33444816053511706,"não churn"
1675,0.3141360089186176,0.5343669734875275,0.6439936529283273,0.3177257525083612,"não churn"
5868,0.33908584169453737,0.5010719895659066,0.6322005493642343,0.3979933110367893,"não churn"
2574,0.3208472686733557,0.5333904035215425,0.6439156430507731,0.3311036789297659,"não churn"
1805,0.2615830546265329,0.7843669101421293,0.8765378107496544,0.3478260869565217,"não churn"
3007,0.27179487179487183,0.5324138484875846,0.6437816001045114,0.2575250836120402,"não churn"
862,0.34755852842809365,0.7999938843277941,0.8807970153139256,0.3545150501672241,"não churn"
2434,0.3802006688963211,0.6584057011960494,0.7294640513141759,0.3678929765886288,"não churn"
1132,0.2836789297658863,0.04892385429420576,0.01605092078925352,0.2909698996655519,"não churn"
4484,0.3358082497212932,0.7520450765878801,0.8648787246982301,0.3846153846153846,"não churn"
3514,0.4257079152731327,0.8000244021387497,0.880797540940346,0.43143812709030105,"não churn"
943,0.4312151616499442,0.2980694293965258,0.2484649197256568,0.4448160535117057,"não churn"
465,0.2353177257525083,0.5333904107420192,0.643915643053981,0.23745819397993306,"não churn"
3983,0.3881382385730212,0.7843994021414232,0.8765383461179269,0.3979933110367893,"não churn"
9265,0.1662876254180602,0.03436315087407149,0.011873067927083536,0.1906354515050167,"não churn"
411,0.2602410720298085,0.5021366277069926,0.6323379250192351,0.2651006711409396,"não churn"
890,0.35164193845256003,0.6749938803724035,0.7338010722466193,0.3523489932885906,"não churn"
982,0.21638122601063947,0.5333904107392907,0.643915643053981,0.2315436241610739,"não churn"
627,0.2810711319611232,0.5343650661407423,0.6439936363861132,0.2785234899328859,"não churn"
3960,0.4532109268029898,0.8000243425227382,0.8807975408288851,0.4798657718120806,"não churn"
2256,0.2944266121972571,0.5343667348225324,0.6439936524489959,0.30201342281879195,"não churn"
2429,0.292630917375592,0.04999006613804224,0.0161322723799745,0.3221476510067114,"não churn"
8051,0.2375030863504748,0.049993880605202164,0.016132298549350273,0.2583892617449665,"não churn"
2241,0.2688828533590716,0.049991973253842636,0.016132288922167004,0.30201342281879195,"não churn"
7753,0.2604430876972459,0.5001411754947933,0.6321246622723488,0.28523489932885904,"não churn"
830,0.3307894323359745,0.5499920025931752,0.6482528477745289,0.3624161073825504,"não churn"
2647,0.2640793697111176,0.5499919727881813,0.6482528477506655,0.2986577181208053,"não churn"
1830,0.4456016699961841,0.7998985767340252,0.8807936309528697,0.4395973154362416,"não churn"
4240,0.2778613274673969,0.5499920030279704,0.648252847774587,0.3120805369127517,"não churn"
1965,0.2720028731117147,0.5175819403230028,0.6365918326442588,0.3221476510067114,"não churn"
5622,0.14224147606114346,0.03339040282395833,0.011795084222134378,0.12416107382550336,"não churn"
1477,0.4117752687930686,0.7999023278699213,0.8807936570561898,0.41946308724832215,"não churn"
1006,0.2258984085654643,0.50305569967901,0.6324145317586596,0.2684563758389261,"não churn"
244,0.27325985948688025,0.5499919727890908,0.6482528477506655,0.2986577181208053,"não churn"
9188,0.3295099997755382,0.5490154035388229,0.6481748378731926,0.3288590604026845,"não churn"
2884,0.27539224708760746,0.6593021234012365,0.7295404128269689,0.30201342281879195,"não churn"
1134,0.3593409800004489,0.7848571655650337,0.8765665187204784,0.3825503355704698,"não churn"
1601,0.47915871697605,0.7687134265885107,0.8692184203148768,0.5,"não churn"
2220,0.21413660748355806,0.5333904107420189,0.643915643053981,0.2516778523489933,"não churn"
813,0.2734618751543175,0.6652415120361788,0.7308968783962386,0.28523489932885904,"não churn"
2585,0.3621916455298422,0.6671955982838684,0.7311089347649349,0.3489932885906041,"não churn"
2861,0.240847567955826,0.5333904107420191,0.643915643053981,0.28523489932885904,"não churn"
2342,0.3116203901147,0.5031169734866751,0.6324159610386786,0.3422818791946308,"não churn"
2763,0.2559314044578124,0.5401615302998977,0.6453470153698384,0.2651006711409396,"não churn"
1944,0.22509208415248685,0.031433344382094434,0.011583005052652195,0.2828282828282829,"não churn"
1966,0.19948930016044109,0.03387856533123945,0.011823782274837713,0.2289562289562289,"não churn"
2293,0.2974487605360089,0.0333904109884372,0.011795084225445174,0.33333333333333337,"não churn"
2543,0.2796646555035817,0.5333904405416129,0.6439156430778443,0.2929292929292929,"não churn"
1801,0.1541590400650803,0.00012207080908765988,3.883883006428057e-06,0.18181818181818174,"não churn"
11013,0.1950150272297924,0.033222468600801136,0.011789964753618487,0.24242424242424246,"não churn"
2423,0.2846586672090028,0.6583291592860441,0.729462428663329,0.32996632996633,"não churn"
142,0.24041307933925385,0.5313723092276653,0.6437021350805221,0.2929292929292929,"não churn"
3424,0.18518518518518526,0.00012233854795518084,3.884386119201722e-06,0.2255892255892256,"não churn"
539,0.35846157322667394,0.27556160653334705,0.2385868923422915,0.4175084175084175,"não churn"
3554,0.28791268388583824,0.010391565163673788,0.0018116990824772472,0.2794612794612794,"não churn"
979,0.18904932998892726,0.0025637149810802122,0.00024463541504349257,0.2222222222222222,"não churn"
3374,0.4971414367387522,0.26025408692935725,0.234351779440362,0.4511784511784511,"não churn"
3545,0.22473052674394955,0.000122189647301707,3.884059282310837e-06,0.265993265993266,"não churn"
3047,0.3958601676722482,0.2686485171294407,0.2370953801697957,0.4242424242424242,"não churn"
96,0.15770682213635234,0.0001221001148223877,3.883906809720728e-06,0.19528619528619529,"não churn"
461,0.2244819560255802,0.031864293415311384,0.011610300350582414,0.26262626262626265,"não churn"
3026,0.35794183445190153,0.1671909489960567,0.09898834640165677,0.3535353535353535,"não churn"
3593,0.2951438320565838,0.13391128393414153,0.08719697903778167,0.32659932659932656,"não churn"
128,0.2688370188370188,0.008317152039127862,0.0015957655527306658,0.28378378378378377,"não churn"
3787,0.20293020293020286,0.0010987594723720349,8.189393682800361e-05,0.2263513513513513,"não churn"
3691,0.38427063427063424,0.6574155467253909,0.7293298241449374,0.3918918918918919,"não churn"
1054,0.3512603512603513,0.6651765501737988,0.7308954231263635,0.3581081081081081,"não churn"
2433,0.3968513968513968,0.550020587441486,0.6482533568361188,0.3918918918918919,"não churn"
4937,0.24340249340249345,0.13379005529289512,0.08719309852335755,0.22297297297297305,"não churn"
2124,0.17990717990717986,6.116181617699112e-05,1.4289802453548715e-06,0.20270270270270274,"não churn"
322,0.22140322140322144,0.03228772431617888,0.011657130744218258,0.2364864864864865,"não churn"
3168,0.3227090727090727,0.034366995838360004,0.01187309412040338,0.3445945945945946,"não churn"
4355,0.3024843024843025,0.13493851063693296,0.08733177099487742,0.29391891891891897,"não churn"
2396,0.3382700882700883,0.5010434471060761,0.6322000334797905,0.3648648648648649,"não churn"
1678,0.3198425698425699,0.6260396621667379,0.7177482222030036,0.3040540540540541,"não churn"
925,0.3932568932568933,0.1729488790018403,0.10146510170717148,0.3614864864864865,"não churn"
1005,0.20904995904995904,6.500681138277288e-05,1.455173566422552e-06,0.21283783783783786,"não churn"
2110,0.42622167622167617,0.6328937212632195,0.7192372959912187,0.4527027027027027,"não churn"
697,0.3439120939120939,0.6572933595599066,0.7293259400861604,0.32770270270270274,"não churn"
1366,0.2758212758212758,0.532230735568254,0.6437762874176477,0.25,"não churn"
3117,0.4176676676676677,0.6642660295265341,0.7308188722430637,0.4358108108108109,"não churn"
1050,0.2572117572117573,0.5010415395227653,0.6322000238525853,0.2398648648648649,"não churn"
2242,0.3826326326326326,0.7984070300736401,0.8806097769010238,0.3445945945945946,"não churn"
562,0.2846482846482846,0.2602742637173645,0.2343520028454611,0.28378378378378377,"não churn"
197,0.3327190827190827,0.5029949031769321,0.6324120771557322,0.3040540540540541,"não churn"
5369,0.3866138866138866,0.8003563404054499,0.8808218035554433,0.3614864864864865,"não churn"
496,0.23550160329821346,0.533268332978029,0.6439117591678051,0.21355932203389827,"não churn"
7401,0.20503893724232705,0.03326834042855287,0.011791200342476936,0.18983050847457628,"não churn"
2,0.2014200641319286,0.5332683325268647,0.6439117591677462,0.18983050847457628,"não churn"
1829,0.4190563444800733,0.6671957096705995,0.7311089349379871,0.3898305084745762,"não churn"
428,0.3480073293632616,0.5324138782617126,0.6437816001283737,0.34237288135593225,"não churn"
3651,0.3921896472743929,0.050024402139632766,0.016132824176958827,0.3898305084745762,"não churn"
2486,0.2482821804855703,0.6807585457718288,0.7351525081593244,0.22711864406779655,"não churn"
1688,0.3890288593678424,0.5324424624441861,0.6437821091898841,0.3762711864406779,"não churn"
3008,0.2579248740265689,0.5343667348207116,0.6439936524489959,0.2542372881355932,"não churn"
9203,0.2407237746220797,0.1269561059694565,0.08576028103780088,0.24745762711864405,"não churn"
1575,0.35169491525423724,0.5499938731518682,0.6482528573746784,0.3491525423728814,"não churn"
361,0.31804855703160784,0.5499938808352759,0.6482528573779296,0.2847457627118644,"não churn"
1775,0.3975721484196061,0.3000244617451586,0.2486769821766559,0.3762711864406779,"não churn"
239,0.2468621163536417,0.048071157931252495,0.015920771176814785,0.2372881355932204,"não churn"
3302,0.24399908382959234,0.502991088463267,0.6324120509863344,0.24406779661016956,"não churn"
1713,0.40799358680714615,0.4167063874579687,0.3314832187227296,0.3898305084745762,"não churn"
415,0.29390746678882274,0.5324138484884939,0.6437816001045114,0.2847457627118644,"não churn"
1077,0.3077416399450298,0.2916911323846423,0.24593481048887644,0.3220338983050848,"não churn"
4134,0.3143609711406321,0.1750184712464906,0.1016810027936591,0.2779661016949152,"não churn"
3513,0.3105359596885021,0.041141875585769205,0.01336052563584722,0.3186440677966101,"não churn"
1378,0.257352267521759,0.5343669732411115,0.643993652928305,0.24406779661016956,"não churn"
2503,0.2481724893347169,0.002624877292934591,0.00024606439534946567,0.2755102040816326,"não churn"
559,0.2541219877781621,0.5338748772920251,0.6439443151135558,0.2551020408163265,"não churn"
6555,0.2827164764210769,0.7995303876523983,0.8807481934939952,0.2857142857142857,"não churn"
882,0.33153464775740804,0.5498680256278362,0.6482489473494494,0.326530612244898,"não churn"
744,0.276997578692494,0.5333866258442924,0.6439156169084469,0.2891156462585034,"não churn"
86,0.4074714631615358,0.6592601936283738,0.7295381773055759,0.4183673469387755,"não churn"
1545,0.2543064683500519,0.7998716910379379,0.8807931312534617,0.2925170068027211,"não churn"
2666,0.3633114262654215,0.5343784492452016,0.6439938201503762,0.3707482993197279,"não churn"
3935,0.1954571659172143,0.5333902915327261,0.6439156428776529,0.2142857142857143,"não churn"
396,0.2319151389369307,0.5343669732401451,0.6439936529283051,0.2517006802721088,"não churn"
2694,0.26117836965294594,0.0021423108849546453,0.00021740195975050725,0.2789115646258503,"não churn"
1126,0.2601176063645797,0.5343669734884372,0.6439936529283274,0.2721088435374149,"não churn"
3734,0.3282139974633921,0.5499939106230783,0.6482528574017927,0.34013605442176875,"não churn"
944,0.3052000461201429,0.7999936424185475,0.8807970148334501,0.3231292517006803,"não churn"
2453,0.2950536146662055,0.034366734794281206,0.011873093620437205,0.30612244897959184,"não churn"
4596,0.4037818517237404,0.17500917114383285,0.1016807068095522,0.4183673469387755,"não churn"
2489,0.2567047157846189,0.033752806950361765,0.011819872402050735,0.2721088435374149,"não churn"
2895,0.2867289288596795,0.6583294067825742,0.7294624291462831,0.2891156462585034,"não churn"
2555,0.2562896344978669,0.5499881585574864,0.6482528215813272,0.2891156462585034,"não churn"
317,0.3328029516891502,0.5499938808352793,0.6482528573779297,0.33673469387755106,"não churn"
2219,0.24692724547446102,0.6651649791820279,0.7308952557490356,0.2789115646258503,"não churn"
494,0.17488758215150468,0.0021365960447532477,0.0002173661663771309,0.1870748299319728,"não churn"
2581,0.22211460855528653,0.5343670030125057,0.6439936529521675,0.24149659863945586,"não churn"
112,0.3577349028348541,0.6583866272442889,0.7294638317775737,0.3617747440273038,"não churn"
3674,0.17942467089224767,0.6269581317919803,0.7178808567114718,0.22184300341296925,"não churn"
395,0.2009937080634302,0.5332682212202295,0.6439117589947067,0.23208191126279865,"não churn"
2039,0.4846184207471385,0.6671918431912379,0.731108908660405,0.5358361774744027,"não churn"
2712,0.3271342666759537,0.6593670032892247,0.7295418678209394,0.3583617747440273,"não churn"
123,0.33507464419214783,0.5187438808380079,0.6366751654882811,0.3583617747440273,"não churn"
9640,0.16405470037844494,0.03332924892311362,0.011793655245177836,0.21160409556314,"não churn"
2974,0.3233033827865617,0.6592449329764956,0.7295379839379931,0.3617747440273038,"não churn"
2508,0.3643518840983493,0.5499937616287751,0.6482528572016018,0.3822525597269625,"não churn"
588,0.199136309814028,0.5333902840812393,0.6439156428744234,0.23890784982935154,"não churn"
7231,0.2944672749645933,0.5083008110832455,0.6337161272925063,0.31399317406143346,"não churn"
3108,0.2411367277286341,0.5333293755830407,0.6439142142532931,0.2832764505119454,"não churn"
2458,0.3303382786561724,0.6660970468076981,0.7310270411568311,0.3447098976109215,"não churn"
6701,0.23231408604397386,0.13481551979976225,0.08732788361242838,0.23890784982935154,"não churn"
3883,0.2800260035754917,0.13490805045173215,0.0873312454328583,0.2559726962457338,"não churn"
222,0.3082584569664043,0.6270945393791899,0.7178849304442818,0.33788395904436863,"não churn"
2497,0.32922383970653113,0.5343669734866751,0.6439936529283272,0.32423208191126285,"não churn"
3835,0.2352162708086648,0.1582072081530479,0.09733798625480528,0.27303754266211605,"não churn"
1372,0.25924636066030504,0.13539508183748805,0.08735993957644694,0.2798634812286689,"não churn"
7445,0.2883378607415662,0.008471792935340616,0.00160018503123327,0.2764505119453925,"não churn"
6034,0.2830193089906027,0.3775644323323083,0.31833701128141434,0.2876712328767124,"não churn"
115,0.26342980036467345,0.0020772221178352317,0.00021594651029555043,0.2876712328767124,"não churn"
1189,0.2469961195006779,0.0333904107392905,0.011795084225423191,0.2808219178082192,"não churn"
11065,0.26193370424049744,0.2682191210487891,0.2370485134989614,0.2808219178082192,"não churn"
425,0.20005610360465664,0.0020753145217914377,0.0002159368830900732,0.23972602739726026,"não churn"
860,0.2337416429005563,0.5333253147691739,0.6439141876013187,0.26027397260273977,"não churn"
2527,0.22658843330684,0.26611530780795345,0.2368320607897323,0.23630136986301364,"não churn"
9883,0.22595726775445324,0.0030517671275448466,0.00029394658475301316,0.29452054794520544,"não churn"
1535,0.2306793211463837,0.00012221957149638474,3.884083159877427e-06,0.2534246575342466,"não churn"
3675,0.2467156014773949,0.016725659370452783,0.004341098383200848,0.2568493150684932,"não churn"
892,0.40780307634765534,0.5500243983989093,0.6482533830043278,0.4075342465753424,"não churn"
2762,0.1630511010332414,0.1251384317956905,0.08555229586067525,0.18150684931506844,"não churn"
3069,0.24105848800785445,0.007827909663319699,0.0015670637788860464,0.2876712328767124,"não churn"
2651,0.2663986161110852,0.6261139309644951,0.7177508608492749,0.2773972602739726,"não churn"
2618,0.40027584272289496,0.7999936461438097,0.8807970148346382,0.3835616438356164,"não churn"
5442,0.2351208565150311,0.5001834928990014,0.6321258721916925,0.23972602739726026,"não churn"
1787,0.4203328813876291,0.6260905106861305,0.7177489714533998,0.386986301369863,"não churn"
1397,0.2298377670765347,0.001037724323454836,7.943885456962452e-05,0.25,"não churn"
3785,0.3059282808920473,0.12604157114430425,0.08562767991707543,0.3047945205479452,"não churn"
3678,0.3542475104025433,0.15936697348940354,0.0974213089685183,0.3321917808219178,"não churn"
623,0.2678713357333209,0.5332681243608594,0.6439117587123592,0.3116438356164384,"não churn"
8260,0.2781336200850905,0.50000396394268,0.6321205851981682,0.2773972602739726,"não churn"
3001,0.2664219926130253,0.13334760128812562,0.08714450593281807,0.2773972602739726,"não churn"
655,0.2671700406751134,0.5010377175795552,0.632199997679979,0.26027397260273977,"não churn"
4093,0.4023563513955771,0.4167026008147633,0.3314831925764525,0.3767123287671232,"não churn"
1332,0.2345831969704053,0.5313149770082114,0.6436997058679095,0.2226027397260274,"não churn"
2528,0.37425779606339693,0.16621820119332065,0.09891036269673004,0.40068493150684936,"não churn"
2011,0.26724017018093416,0.03143728573929072,0.011583031401607323,0.29794520547945197,"não churn"
1721,0.7749544158212165,0.9354169209817582,0.9683125621900588,0.7705479452054794,"não churn"
3260,0.15788489410444614,0.5312539716542269,0.6436982770910851,0.1643835616438356,"não churn"
3283,0.35745892764675424,0.6642660205555626,0.7308188722394482,0.3298969072164949,"não churn"
3781,0.3155627736195452,0.5322918077445195,0.6437777162454067,0.29209621993127144,"não churn"
7203,0.5213717459869134,0.931262477206562,0.9677255583709828,0.4914089347079038,"churn"
1402,0.2393494327543191,0.5313152149611294,0.6436997063471596,0.2233676975945017,"não churn"
1157,0.3924822294402862,0.7979492366285457,0.8805816042574472,0.3505154639175257,"não churn"
1065,0.35119804170785673,0.4167035023365929,0.3314831960564575,0.33333333333333337,"não churn"
4347,0.3537871298780775,0.16670737614284215,0.09893906435583244,0.3298969072164949,"não churn"
3076,0.3209763216118251,0.6271404405434321,0.7178861660569443,0.3470790378006873,"não churn"
3586,0.398719578214,0.7999023609305351,0.8807936570811822,0.36426116838487976,"não churn"
9403,0.2976509909146542,0.6416685623553935,0.7220074434718763,0.2852233676975945,"não churn"
1115,0.4503601186273125,0.8000206470479463,0.8807975148358159,0.4501718213058419,"não churn"
1874,0.334180671279951,0.5343076072604219,0.6439922332755135,0.3505154639175257,"não churn"
423,0.3585181000800264,0.5343650661380707,0.6439936363861131,0.3711340206185567,"não churn"
5483,0.33050887351127434,0.6260721765430071,0.7177487646507357,0.3161512027491409,"não churn"
187,0.26036812126347497,0.5333293755848596,0.643914214253293,0.27835051546391754,"não churn"
62,0.401544038036059,0.7989257693262233,0.8807156471830755,0.3917525773195877,"não churn"
8330,0.2379372028432896,0.5342410810117768,0.6439897428727535,0.2233676975945017,"não churn"
1771,0.38196111660311627,0.6670745711456106,0.7311050571200066,0.3539518900343642,"não churn"
2493,0.3545403191639599,0.6593669734584807,0.7295418677970749,0.32302405498281783,"não churn"
6425,0.3041237113402062,0.5479186254397972,0.6480369205596475,0.2714776632302406,"não churn"
3923,0.34321894271054,0.6671804269145291,0.7311087415498085,0.33676975945017185,"não churn"
2245,0.2987807748434779,0.0021525696366392344,0.00021756259579763795,0.32302405498281783,"não churn"
2896,0.4137833639316481,0.6592580478609649,0.7295381602840525,0.436426116838488,"não churn"
3391,0.2725839099938804,0.034363158311013435,0.01187306793031262,0.2646048109965635,"não churn"
1898,0.3930000470743304,0.30002434253677857,0.24867698200032784,0.3711340206185567,"não churn"
3367,0.26830014593042417,0.5324138407914404,0.6437816001012597,0.2542955326460481,"não churn"
3915,0.2352885412963621,0.5323487602145801,0.6437801446551168,0.23793103448275865,"não churn"
1780,0.3470553383102263,0.8000225543947352,0.8807975313780301,0.34827586206896555,"não churn"
8519,0.19713236165422446,0.5312540605982614,0.6436982773701436,0.20344827586206893,"não churn"
3980,0.31323616542244337,0.550024401674849,0.6482533830054572,0.30344827586206896,"não churn"
4350,0.3261997867045858,0.7999022051663814,0.8807936568778421,0.3344827586206897,"não churn"
686,0.2355255362009717,0.5333904107420192,0.643915643053981,0.2275862068965517,"não churn"
362,0.2574949638582771,0.5333904405125093,0.6439156430778432,0.2586206896551724,"não churn"
299,0.3881976537504444,0.8078369316965586,0.8823644111752991,0.406896551724138,"não churn"
2488,0.33769403957814903,0.5333866258470777,0.6439156169084469,0.3413793103448276,"não churn"
2985,0.2976892996800569,0.502140442404258,0.6323379511886327,0.32068965517241377,"não churn"
2056,0.4080578267567248,0.7998868550669338,0.8807933243387189,0.4,"não churn"
