"id","churnLinear","churnExponencial_2","churnExponencial_e","churnRecente","Media_Intervalos"
197,0.3327190827190827,0.502994903176932,0.6324120771557322,0.30405405405405406,1.4341463414634146
5369,0.3866138866138866,0.8003563404054499,0.8808218035554433,0.3614864864864865,1.5585106382978724
496,0.23550160329821346,0.533268332978029,0.643911759167805,0.21355932203389827,1.2683982683982684
7401,0.20503893724232702,0.03326834042855287,0.011791200342476937,0.18983050847457628,1.2352941176470589
2,0.2014200641319286,0.5332683325268647,0.6439117591677462,0.18983050847457628,1.23109243697479
1829,0.41905634448007334,0.6671957096705995,0.7311089349379871,0.38983050847457623,1.6368715083798884
428,0.3480073293632616,0.5324138782617126,0.6437816001283737,0.34237288135593225,1.5181347150259068
3651,0.392189647274393,0.05002440213963277,0.016132824176958827,0.38983050847457623,1.6424581005586592
2486,0.24828218048557027,0.6807585457718288,0.7351525081593244,0.22711864406779658,1.2907488986784141
1688,0.3890288593678424,0.5324424624441861,0.643782109189884,0.3762711864406779,1.6010928961748634
3008,0.25792487402656894,0.5343667348207116,0.6439936524489959,0.2542372881355932,1.3378995433789955
9203,0.24072377462207972,0.1269561059694565,0.08576028103780087,0.24745762711864405,1.330316742081448
1575,0.35169491525423724,0.5499938731518682,0.6482528573746784,0.3491525423728814,1.5340314136125655
361,0.31804855703160784,0.5499938808352759,0.6482528573779296,0.28474576271186436,1.3952380952380952
1775,0.3975721484196061,0.3000244617451586,0.2486769821766559,0.3762711864406779,1.6065573770491803
239,0.24686211635364175,0.048071157931252495,0.015920771176814785,0.23728813559322037,1.3125
3302,0.24399908382959234,0.502991088463267,0.6324120509863344,0.24406779661016953,1.3198198198198199
1713,0.40799358680714615,0.41670638745796873,0.33148321872272957,0.38983050847457623,1.6424581005586592
415,0.29390746678882274,0.532413848488494,0.6437816001045114,0.28474576271186436,1.3952380952380952
1077,0.3077416399450298,0.2916911323846423,0.24593481048887644,0.3220338983050848,1.4773869346733668
4134,0.3143609711406321,0.17501847124649061,0.1016810027936591,0.2779661016949152,1.3867924528301887
3513,0.3105359596885021,0.041141875585769205,0.01336052563584722,0.31864406779661014,1.47
1378,0.257352267521759,0.5343669732411115,0.643993652928305,0.24406779661016953,1.3198198198198199
2503,0.24817248933471692,0.002624877292934591,0.00024606439534946567,0.2755102040816326,1.3820754716981132
559,0.2541219877781621,0.5338748772920251,0.6439443151135558,0.2551020408163265,1.3394495412844036
6555,0.2827164764210769,0.7995303876523983,0.8807481934939952,0.2857142857142857,1.3923444976076556
882,0.33153464775740804,0.5498680256278362,0.6482489473494494,0.326530612244898,1.482233502538071
