"","id","churnLinear","churnExponencial_2","churnExponencial_e","churnRecente"
58,1222,0.32077860420952686,0.12903225433922605,0.08612854443508056,0.3661971830985915
59,212,0.33027377749643927,0.1251279154714151,0.08555213472580292,0.3408450704225352
60,1019,0.28332014559265706,0.16028225806451601,0.09770623632591746,0.2985915492957747
61,459,0.9065200189903466,1.0,1.0,0.8619718309859155
62,456,0.3819749960436778,0.16129032261068676,0.09778477539231023,0.3915492957746479
63,772,0.27588225985124226,0.035282258064516125,0.01215802145716871,0.3014084507042254
64,11295,0.2302421269188163,0.12512398138653857,0.08555210838006655,0.2563380281690141
65,1536,0.3286437727488527,0.16113770395634675,0.09778036585893912,0.3492957746478873
66,2676,0.24605159044152558,0.12903225806451246,0.08612854443626872,0.2647887323943662
67,2970,0.4419053647729071,0.4115420956269783,0.33033956195327485,0.43943661971830983
68,1179,0.4736983699952524,0.19355625118460118,0.11781353684631168,0.5070422535211268
69,2425,0.37498021838898565,0.1612893344774342,0.09778477182545509,0.3830985915492958
70,280,0.3119322677638867,0.16129020334131372,0.09778477521597928,0.3154929577464789
71,4055,0.36304795062509887,0.16129032153290634,0.09778477539213959,0.3661971830985915
72,3704,0.3642190219971514,0.2943462248771418,0.24635814307483062,0.3718309859154929
73,9307,0.17871498654850448,0.0039063692092931035,0.0005764195139800199,0.20845070422535217
74,5065,0.45567336603893016,0.19354937141551898,0.11781346879805299,0.43661971830985913
75,5891,0.2891122012976737,0.03625587482759696,0.012236008553477173,0.295774647887324
76,477,0.2872131666402912,0.011844765635412813,0.0021471997818751642,0.2845070422535211
77,1000,0.2902674473809147,0.00012600812824103969,3.910229871006976e-06,0.2873239436619718
78,1750,0.3486591867589719,0.41935384682109256,0.3319064290761473,0.33333333333333337
79,2023,0.3088406143073128,0.29334653577496894,0.24627967823059616,0.29378531073446323
80,1649,0.6794143391421978,0.4838404501638105,0.3635908278147706,0.6468926553672316
81,6473,0.31343996180472666,0.04324373987964769,0.013732065122484483,0.3220338983050848
82,163,0.45592424604121906,0.29435480890735466,0.24635821775243283,0.4548022598870056
83,2670,0.3014880241903398,0.26209676301767393,0.23470198681583898,0.288135593220339
84,2566,0.7968807193443145,0.4838709677419355,0.3635913534411692,0.7966101694915254
85,1127,0.3885414179995226,0.38709677425363176,0.3202502016890083,0.364406779661017
86,9,0.4446407257101934,0.32356016097530227,0.26588460814328396,0.44067796610169496
87,1144,0.3418317816503541,0.38709676301767715,0.32025020168458773,0.36723163841807904
88,443,0.3668337709875069,0.07459677419354815,0.03362925836455677,0.38700564971751417
89,4296,0.4386567995543885,0.4192326490713585,0.3319025485857626,0.4180790960451978
90,2902,0.3763666746240153,0.38709677425363154,0.3202502016890083,0.3531073446327684
91,3693,0.3200286464550012,0.32447470376466137,0.26616953241643204,0.3192090395480226
92,2070,0.40458343280019093,0.293378238723915,0.24628020787485727,0.38983050847457623
93,4078,0.4696427150473462,0.41935483125912165,0.3319064326418154,0.4463276836158192
94,1843,0.31748229489933955,0.3792840357749693,0.31868333099858426,0.307909604519774
95,2714,0.4218508792870216,0.4193519162194361,0.33190641244897645,0.4067796610169492
96,1675,0.3724332196987884,0.3869747038810766,0.32024631780605906,0.3739376770538244
97,5868,0.38736575919079397,0.12891216023860608,0.08612467024784676,0.4249291784702549
98,2574,0.36516701077127445,0.38709676673932614,0.32025020168577567,0.35694050991501414
99,1805,0.31996927065828007,0.4515518046122864,0.351933693618378,0.3909348441926346
100,3007,0.3045085706054641,0.3870891447990169,0.32025013055320783,0.2861189801699717
101,862,0.4247691298154639,0.3891128436210476,0.3204636929411324,0.3994334277620396
102,2434,0.4453033722251565,0.2943243202002298,0.2463576921497369,0.4050991501416431
103,1132,0.362510203101743,0.3792843244830363,0.31868333153878037,0.35694050991501414
104,4484,0.387973944079,0.0764276464017879,0.033837426889799294,0.4192634560906515
105,3514,0.47867351674909175,0.3891129032258043,0.32046369300599997,0.4815864022662889
106,943,0.4750084025543765,0.19769902196862987,0.11881447407641332,0.47875354107648727
107,465,0.31782461868407996,0.3245967741935484,0.2661734162993864,0.31444759206798867
108,3983,0.4704310110273523,0.4514908329133064,0.3519312386021832,0.4702549575070821
109,9265,0.20060498391511017,0.1292842630139256,0.0861391735386462,0.23796033994334276
110,411,0.30663721771418506,0.2619708854584921,0.23469807676672472,0.32577903682719545
111,890,0.4266577039419984,0.4193538543316432,0.33190642907937984,0.42776203966005666
112,982,0.27654807061346653,0.26209677419354804,0.23470198682025667,0.2917847025495751
113,627,0.30415646356492376,0.3870967704683149,0.32025020168781726,0.3116147308781869
114,3960,0.5048894864038668,0.4516129031093876,0.3519351224851216,0.5240793201133145
115,2256,0.36636737568220734,0.4183467739607176,0.3318278935786324,0.37677053824362605
116,2429,0.32518685680446857,0.13319242409160026,0.08712963404047747,0.37110481586402266
117,8051,0.30705961885140354,0.3831905241935768,0.31967378235135335,0.31534090909090906
118,2241,0.3109226113829513,0.38294637984325774,0.3196632248617284,0.34943181818181823
119,7753,0.3114859644604687,0.4182446375534792,0.33182444140487166,0.32386363636363635
120,830,0.40389196497553437,0.4183467741934347,0.33182789357865417,0.44318181818181823
121,2647,0.31068117434972964,0.3870967741860447,0.3202502016890052,0.34943181818181823
122,1830,0.5016095802214782,0.4515518606187482,0.3519336936812123,0.4914772727272727
123,4240,0.35597476178212717,0.41834677419354105,0.33182789357865417,0.3977272727272727
124,1965,0.3096832346124131,0.011848461006973565,0.002147244571933493,0.35511363636363635
125,5622,0.22814190059232553,0.25806845387706556,0.23412168359965835,0.20170454545454541
126,1477,0.47413404584084473,0.3891126648053511,0.3204636925266906,0.48011363636363635
127,1006,0.2893381406129282,0.38697458443892785,0.32024631762970923,0.3295454545454546
128,244,0.32424993561679116,0.38709677419343447,0.3202502016890054,0.3522727272727273
129,9188,0.3722798094257018,0.3870967741899104,0.3202502016890053,0.37784090909090906
130,2884,0.3730845995364409,0.4193537313370933,0.33190642890186084,0.40056818181818177
131,1134,0.40281354622714394,0.45155180095606284,0.35193369361634186,0.4204545454545454
132,1601,0.5210211176925058,0.45136852418222717,0.3519245645173835,0.5426136363636364
133,2220,0.31414177182590786,0.3245967741935484,0.2661734162993864,0.34090909090909094
134,813,0.3584535153232037,0.41934625470583986,0.33190635796744383,0.36363636363636365
135,2585,0.4317055112026783,0.41935483870967727,0.33190643264504505,0.41193181818181823
136,2861,0.30783221735771316,0.38709295949628275,0.320250175519608,0.34375
137,2342,0.36935037342261134,0.38697470388107646,0.32024631780605906,0.40056818181818177
138,2763,0.3149626577388617,0.4183703674183452,0.331828351127333,0.3210227272727273
139,1944,0.29358743239763074,0.12927664101363945,0.08613910240607325,0.3579545454545454
140,1966,0.230395312902395,0.3128780203480872,0.2640301267494264,0.26136363636363635
141,2293,0.33325239575239574,0.25818670949605527,0.23412554131320717,0.37037037037037035
142,2543,0.327020202020202,0.043346774193434356,0.013735520775075782,0.3418803418803419
143,1801,0.1792605542605542,0.00781273842608976,0.0015668706904212737,0.20797720797720798
144,11013,0.25951825951825946,0.2893152621184154,0.24569935222874306,0.28205128205128205
145,2423,0.35109103859103863,0.41922784609074204,0.3319025188494952,0.3846153846153846
146,142,0.29369010619010616,0.26208520704711824,0.23470188933753744,0.3390313390313391
147,3424,0.25220150220150217,0.008056648315694304,0.001577427702800116,0.28774928774928776
148,539,0.4250356125356125,0.041359286125272954,0.01336919854778984,0.4814814814814815
149,3554,0.3853923853923854,0.35386208471872305,0.27738479906510805,0.36752136752136755
150,979,0.2849488474488474,0.3205683308262979,0.26559311290126375,0.3105413105413105
151,3374,0.5468628593628594,0.314738281159642,0.26423880766046803,0.5071225071225072
152,3545,0.3205128205128205,0.3830568867345293,0.31966980098568787,0.3561253561253561
153,3047,0.47766122766122765,0.2600845754554495,0.23433517491342304,0.5014245014245013
154,96,0.24099974099974097,0.2893068827726246,0.2456992780045245,0.2678062678062678
155,461,0.28459272209272213,0.32068658632887204,0.26559697061479903,0.31908831908831914
156,3026,0.4534770784770785,0.38029233125906803,0.31876187054105487,0.45014245014245013
157,3593,0.4106287231287231,0.2903225469973494,0.2457778881828575,0.4301994301994302
158,128,0.3500854700854701,0.09378353241950876,0.04304966036555247,0.36
159,3787,0.2585429385429385,0.12903225806451601,0.0861285444362686,0.29714285714285715
160,3691,0.45053317053317055,0.4115337247041603,0.3303394877324486,0.46571428571428575
161,1054,0.42500610500610503,0.16153446320564502,0.09779533288074505,0.44571428571428573
162,2433,0.44408628408628403,0.38709873561897556,0.3202502113782666,0.43999999999999995
163,4937,0.3135205535205535,0.03238391972721333,0.011660140984519951,0.3028571428571428
164,2124,0.2266178266178266,0.00012600806451601443,3.910229868009374e-06,0.2571428571428571
165,322,0.26230362230362225,0.12927639868940233,0.08613910192470553,0.2828571428571428
166,3168,0.37274725274725273,0.41053427418991006,0.33026102336754204,0.39428571428571424
167,4355,0.341033781033781,0.10459170607738155,0.04490808041236649,0.32571428571428573
168,2396,0.34728530728530727,0.3790284433748179,0.31867267620170103,0.38857142857142857
169,1678,0.32473748473748476,0.16128933441740412,0.09778477182545198,0.33999999999999997
170,925,0.4330809930809931,0.15738505690223392,0.09720836218147089,0.4257142857142857
171,1005,0.23321123321123316,0.00015652564264112545,4.435856266304938e-06,0.24857142857142855
172,2110,0.4553846153846154,0.04410282258087983,0.013803430734671274,0.48857142857142855
173,697,0.3635490435490436,0.16129029274833773,0.09778477536844377,0.3628571428571429
174,1366,0.29388685388685387,0.12903226575179982,0.08612854443952012,0.27142857142857146
175,3117,0.4653479853479854,0.036290568689918756,0.012236561006120028,0.49142857142857144
176,1050,0.3146275946275946,0.12903226552263547,0.08612854443949836,0.30000000000000004
177,2242,0.4438968481375358,0.4513610736016229,0.35192449379602775,0.4068767908309455
178,562,0.3512893982808023,0.10483674272225851,0.04491864137802015,0.3467048710601719
179,197,0.36523945968072047,0.3869747038811052,0.32024631780605906,0.33810888252148996
180,5369,0.43968890708145725,0.3891128398958711,0.32046369293994437,0.4126074498567335
181,496,0.33504707327056893,0.3245967741899103,0.2661734162993864,0.3180515759312321
182,7401,0.264428980761359,0.008186709496168953,0.0015813833783776543,0.2664756446991404
183,2,0.27112566516577974,0.011970889180059396,0.002153918833083135,0.2693409742120344
184,1829,0.4967335243553008,0.41154233870592194,0.33033956243393314,0.4727793696275072
185,428,0.40186655751125666,0.4183696586518446,0.33182834806806705,0.40114613180515757
186,3651,0.4516577977896029,0.38319058572092335,0.3196737824166609,0.45272206303724927
187,2486,0.2758248055669259,0.13034552999799054,0.08621906983322458,0.2664756446991404
188,1688,0.43967253376995497,0.29334110994973484,0.2462796172654106,0.42979942693409745
189,3008,0.30228407695456405,0.37928427395344144,0.31868333147787165,0.3065902578796562
190,9203,0.31651248465002046,0.2587988480885717,0.2341891192663943,0.3237822349570201
191,1575,0.4103806794924273,0.38709677424987987,0.3202502016890083,0.41547277936962745
192,361,0.35133851821530904,0.38685263362681255,0.3202396442005715,0.335243553008596
193,1775,0.4349897666803111,0.3227066532258045,0.265810488278729,0.4212034383954155
194,239,0.2994023741301678,0.12927670620270093,0.08613910247256562,0.30085959885386815
195,3302,0.28869422840769543,0.1369744580118849,0.08770215938869064,0.2836676217765043
196,1713,0.4519645621315417,0.35489884799825444,0.2774652606563829,0.41954022988505746
197,415,0.36253005302506336,0.41834295949628264,0.3318278674092566,0.33333333333333337
198,1077,0.3257583242762573,0.32264173811962493,0.2658090332421479,0.3275862068965517
199,4134,0.4098244573988078,0.41544956360156826,0.3313300194305272,0.3505747126436781
200,3513,0.36119619273457826,0.2581904049842588,0.23412556730627665,0.3505747126436781
201,1378,0.28798208345683896,0.3870967741933209,0.3202502016890053,0.26724137931034486
202,2503,0.30230873102130884,0.31654012611796756,0.26459598859660793,0.3247126436781609
203,559,0.301238349306722,0.3245967630176737,0.2661734162949687,0.3017241379310345
204,6555,0.32045581793630407,0.31879657548092766,0.2648200112310167,0.33333333333333337
205,882,0.39250074103349475,0.04334677052834124,0.013735520773890508,0.38505747126436785
206,744,0.32249777689951586,0.13709295204569827,0.08770601758154872,0.3448275862068966
207,86,0.45343016170997597,0.4193240789576409,0.3319059065381479,0.45977011494252873
208,1545,0.3522708559760235,0.4516126031634259,0.3519351219405048,0.3908045977011494
209,2666,0.416510226262227,0.4183477511509297,0.3318278971410915,0.4224137931034483
210,3935,0.29807660639594247,0.32459677407713305,0.2661734162993784,0.3132183908045977
211,396,0.2843098508052564,0.38709677419354815,0.3202502016890053,0.31034482758620685
212,2694,0.32187201528175735,0.38294259866974034,0.31966319871738225,0.3362068965517241
213,1126,0.29535948358199127,0.38709677419354827,0.3202502016890053,0.32183908045977017
214,3734,0.3670915258703027,0.38709867409165355,0.32025021131295905,0.3936781609195402
215,944,0.35246846490794714,0.38130034158201576,0.31889682272957254,0.37643678160919536
216,2453,0.34961960280604687,0.3831905202354239,0.31967378235014343,0.36494252873563215
217,4596,0.4749577660737355,0.41541807112426543,0.33132948768099424,0.49567723342939485
218,2489,0.3278512040809567,0.32069028204967154,0.265596996481237,0.34005763688760804
219,2895,0.3858359004935572,0.29435457048863345,0.24635821727312346,0.3832853025936599
220,2555,0.3032395905793501,0.38709676674296756,0.32025020168577567,0.34582132564841495
221,317,0.38002252476067444,0.38709677425363154,0.3202502016890082,0.3948126801152738
222,2219,0.31264699062572465,0.13797498879387238,0.08778062760144767,0.34005763688760804
223,494,0.2668521646957501,0.3126338761179678,0.264019569258956,0.26801152737752165
224,2581,0.2985690152042134,0.4183467704682542,0.3318278935774659,0.3170028818443804
225,112,0.4242770545562954,0.4193204729064183,0.3319058808241975,0.41786743515850144
226,3674,0.20840372321044087,0.005012524547088448,0.0006583842353202751,0.24783861671469742
227,395,0.2752989499486568,0.2620965357749693,0.2347019863409473,0.2939481268011528
228,2039,0.5088277187054888,0.4193548275338026,0.33190643264062725,0.5590778097982709
229,2712,0.3942661234224386,0.4193538542717299,0.33190642907937684,0.41786743515850144
230,123,0.3756169465699427,0.3869747038829242,0.32024631780605894,0.40922190201729103
231,9640,0.19457418264930937,0.008068334551705192,0.0015775254884925483,0.2334293948126801
232,2974,0.36180396833283646,0.41935361212780364,0.33190642859887953,0.3948126801152738
233,2508,0.3824737487164199,0.3870967741936052,0.3202502016890053,0.40922190201729103
234,588,0.22665540428632946,0.26209677034081147,0.2347019868190603,0.27377521613832856
235,7231,0.37987346384444665,0.1692247474932833,0.09935831901075287,0.3861671469740634
236,3108,0.2939150021531022,0.2620966549841448,0.2347019866439286,0.33429394812680113
237,2458,0.3842293550631024,0.3881010202758306,0.3203287145848105,0.3890489913544669
238,6701,0.2768902733587646,0.2510770338804802,0.2326241974849752,0.2774566473988439
239,3883,0.3104062900834569,0.29227569819344357,0.24598994102936256,0.2947976878612717
240,222,0.360513734570472,0.290078440050203,0.24576733072034118,0.36994219653179194
241,2497,0.368992687111659,0.38709677419354804,0.3202502016890054,0.3728323699421965
242,3835,0.2936316236611084,0.29032159620715015,0.24577788464310812,0.315028901734104
243,1372,0.3570155419699822,0.29233864884853755,0.2459913794607177,0.35260115606936415
244,7445,0.364528327031034,0.3205903576266378,0.2655935544806264,0.3439306358381503
245,6034,0.3476037380686645,0.1045029247261482,0.04490613906535379,0.3497109826589595
246,115,0.32026786160483756,0.2502520086785084,0.23255478703839516,0.35260115606936415
247,1189,0.3522513368093152,0.32069052419354804,0.26559699696173444,0.3786127167630058
248,11065,0.3116889607036365,0.3225806432421977,0.2658065780484209,0.3265895953757225
249,425,0.2693608302377105,0.25806451612903214,0.2341216572527367,0.3063583815028902
250,860,0.2810881044793523,0.012092836208701496,0.002157802538483633,0.315028901734104
251,2527,0.29266545618097317,0.3225729484765978,0.26580650684494467,0.30346820809248554
252,9883,0.3147373856840633,0.2500431623885859,0.23254478489078756,0.37572254335260113
253,1535,0.299078809281871,0.03931451228357119,0.01315519120550035,0.3265895953757225
254,3675,0.2996618413819526,0.008058792158523786,0.0015774378076774953,0.315028901734104
255,892,0.4438873248821442,0.38709874120509025,0.320250211381059,0.45375722543352603
256,2762,0.2537688860755276,0.28222754702812936,0.24419986326447762,0.2832369942196532
257,3069,0.3512185370891706,0.28934577203938705,0.2456998778518914,0.3901734104046243
258,2651,0.3325291111669598,0.16910282243407426,0.09935164560341103,0.3449275362318841
259,2618,0.46172405126916316,0.26411284338833085,0.2349154780723618,0.4492753623188406
260,5442,0.297495183044316,0.0352786782898491,0.012157995765914031,0.30434782608695654
261,1787,0.43717852056630646,0.13394568812462593,0.08719753090303561,0.4144927536231884
262,1397,0.27539582809751195,0.1290284433672504,0.08612851826687118,0.30434782608695654
263,3785,0.3018513864455056,0.15738308907396448,0.09720835248914905,0.3159420289855073
264,3678,0.41105805478763513,0.2904170829683149,0.24578126924538934,0.3913043478260869
265,623,0.3109659043310714,0.2855340355384969,0.24471280801946238,0.35072463768115947
266,8260,0.3107983580464103,0.03521740826727371,0.01215554020551557,0.327536231884058
267,3001,0.25805478763508416,0.03225812411986606,0.01165623102090696,0.29565217391304344
268,655,0.25091731590851973,0.12891018402308785,0.08612466055213408,0.2579710144927536
269,4093,0.4618078244114937,0.16733876840718676,0.09899543657099452,0.4347826086956522
270,1332,0.27176007372036526,0.06653225806451601,0.032051759046649586,0.2724637681159421
271,2528,0.46355030577196954,0.2865423387096486,0.24479134756518428,0.47536231884057967
272,2011,0.31825416771383097,0.2542766447990168,0.23313504547334718,0.3449275362318841
273,1721,0.8019602915305353,0.7419354838709677,0.7658783427472634,0.8
274,3260,0.1539247717181872,0.035160068542726464,0.012154137397894171,0.17971014492753623
275,3283,0.41147692049928797,0.04434720931150804,0.013813988705668967,0.3884057971014493
276,3781,0.3357459998324537,0.16028226203014773,0.0977062363279807,0.32173913043478264
277,7203,0.5634246460584736,0.7258064555785275,0.7615902550190536,0.536231884057971
278,1402,0.2658456898718271,0.004032265755324005,0.0005803295707713652,0.2579710144927536
279,1157,0.460953825412875,0.4203552738312749,0.332041313759851,0.42441860465116277
280,1065,0.42468823727671046,0.35483876745039855,0.277462809115928,0.4098837209302325
281,4347,0.45402763734411866,0.4154466813027161,0.3313299967651737,0.438953488372093
282,3076,0.380535894843276,0.29410971364667304,0.24634765672219117,0.4040697674418605
283,3586,0.4470340411189754,0.4203628957750549,0.33204138489241897,0.42441860465116277
284,9403,0.3484496124031008,0.2864173765504585,0.24478744357435067,0.34302325581395354
285,1115,0.5107178968655207,0.45161289950051586,0.35193512248394154,0.5087209302325582
286,1874,0.3811425682507583,0.3870966547514847,0.3202502015126556,0.4040697674418605
287,423,0.3983316481294237,0.3870967704683146,0.32025020168781726,0.4156976744186046
288,5483,0.338422649140546,0.044073293229486055,0.013802911237147941,0.3459302325581395
289,187,0.3481799797775531,0.32459665498425494,0.26617341612305834,0.36627906976744184
290,62,0.45037074486012807,0.3891090885285404,0.32046366683660243,0.4418604651162791
291,8330,0.2869902258173239,0.3870967630140356,0.3202502016845876,0.27616279069767447
292,1771,0.4475901584091675,0.4193548377783758,0.3319064326448842,0.42441860465116277
293,2493,0.37915402763734407,0.41932333668626864,0.3319059034529781,0.3575581395348837
294,6425,0.34686552072800814,0.3754333391027098,0.318108279432747,0.3284883720930233
295,3923,0.46024603977081224,0.4193548089072411,0.3319064326211816,0.438953488372093
296,2245,0.3988372093023256,0.2578510355780683,0.23411162558782106,0.4040697674418605
297,2896,0.4735085945399393,0.4193538774383798,0.33190642910016355,0.4941860465116279
298,3391,0.34224806201550384,0.406628016742854,0.32968460402666067,0.3226744186046512
299,1898,0.46440849342770474,0.44770665316759883,0.35135870314747464,0.42441860465116277
300,3367,0.31772834512976067,0.3791545744826482,0.31867937645914945,0.3081395348837209
301,3915,0.2976472981219066,0.3792765216316063,0.31868326016455817,0.2886297376093294
302,1780,0.39033154790155267,0.4516129013629335,0.3519351224846925,0.3702623906705539
303,8519,0.24496576039053497,0.2620849723572366,0.23470188885941634,0.2303206997084548
304,3980,0.38939928130720725,0.3870987430693289,0.3202502113814961,0.36734693877551017
305,4350,0.41458742965624784,0.45161265723659305,0.3519351220025827,0.4110787172011662
306,686,0.27203539222998174,0.2620967741935484,0.23470198682025656,0.25072886297376096
307,362,0.2894942029968134,0.25428427419354094,0.23313511660914477,0.2886297376093294
308,299,0.4041290934978643,0.4516434208038159,0.3519356481115282,0.41982507288629733
309,2488,0.395196284493864,0.41822088545849245,0.3318239835251221,0.402332361516035
310,2985,0.35932944606413997,0.29301108083417393,0.24626576296492053,0.37609329446064144
311,2056,0.4881178384975252,0.4437393361380385,0.3503668234318651,0.4897959183673469
312,2817,0.36548240558681944,0.20161284146536929,0.11939096448497066,0.402332361516035
313,385,0.3552444233507357,0.29334295577099223,0.24627965253931972,0.3731778425655977
314,748,0.31660784614597715,0.37928427046825774,0.31868333147670536,0.36257309941520466
315,2002,0.472524849538813,0.3889908309342456,0.3204598091226084,0.4970760233918129
316,220,0.3539631391403679,0.41834677419354804,0.33182789357865405,0.3713450292397661
317,1422,0.3593678072732852,0.4183467739534983,0.3318278935786322,0.38596491228070173
318,1891,0.27265442517859273,0.38709677419354804,0.3202502016890053,0.29824561403508776
319,3788,0.3252689546996743,0.29007843256207,0.24576733071710966,0.3128654970760234
320,1147,0.37793463249961634,0.41833914479901324,0.33182782244285647,0.42397660818713445
321,1239,0.38743116294136704,0.38709868340482634,0.3202502113166257,0.41812865497076024
322,3213,0.3788041532402434,0.37928426680305116,0.3186833314746669,0.4122807017543859
323,8321,0.33304349308645764,0.2943545890861232,0.24635821729256813,0.32748538011695905
324,3644,0.3734847322387602,0.41932333285172196,0.33190590345178206,0.39473684210526316
325,2648,0.5392733534516563,0.41032163179924497,0.3302509950699788,0.5760233918128654
326,4318,0.36018617973505196,0.41834676476197274,0.33182789357466547,0.39766081871345027
327,2838,0.2182326564711098,0.1682245827490263,0.09927985158379393,0.2514619883040936
328,2313,0.20675839258008966,0.2542804556508216,0.23313509043855107,0.2573099415204678
329,7123,0.2936667181149354,0.3242800909230539,0.2661603063108421,0.32551319648093846
330,5428,0.34845912435046555,0.033275701117649215,0.01179127091130805,0.3519061583577713
331,279,0.3198367374937834,0.26209677046825786,0.2347019868190685,0.3548387096774194
332,104,0.39152132530740336,0.3870967667430243,0.3202502016857758,0.4193548387096774
333,1152,0.3592975596371182,0.38709677407704424,0.3202502016889973,0.39296187683284456
334,497,0.3606352146250279,0.29032258064516125,0.24577788820877633,0.375366568914956
335,83,0.332973195451973,0.38709677419354804,0.3202502016890054,0.3460410557184751
336,3327,0.3465726878290546,0.25782234438004004,0.23411110945679048,0.3724340175953079
337,5740,0.4887585532746823,0.3548386798168892,0.27746280898103404,0.4574780058651027
338,2008,0.2972166486597726,0.2580645161891155,0.2341216572527396,0.33137829912023464
339,2216,0.3396100221227556,0.10255173713839127,0.04469410280763819,0.3548387096774194
340,10738,0.20639330486529128,0.008056879049043175,0.0015774281788580868,0.26392961876832843
341,1815,0.32613057570612747,0.28250909620715703,0.24421101443199622,0.3519061583577713
